gene_symbol	raw_counts
MRRF	64305
MRS2	94953
MRTFA	68011
MRTFB	44363
MRTO4	49345
MRVI1	49992
MS4A1	3336
MS4A12	51035
MS4A13	6534
MS4A18	15723
MS4A2	81490
MS4A3	42030
MS4A4A	79988
MS4A6A	23069
MS4A8	22171
MSANTD1	23248
MSANTD2	91845
MSANTD3-TMEFF1	27840
MSANTD4	90538
MSC	41030
MSH2	4196
MSH3	20259
MSH4	34633
MSH6	52151
MSI1	27373
MSI2	33402
MSL1	57527
MSL2	4826
MSL3	89994
MSLN	42318
MSLNL	34062
MSMB	37909
MSMO1	25808
MSMP	17389
MSN	31671
MSR1	98867
MSRA	46413
MSRB2	92971
MSRB3	75154
MSS51	62971
MST1	95301
MST1R	71136
MSTN	35232
MSX1	98752
MSX2	53028
MT1A	23251
MT1G	19793
MT1M	94858
MT1X	41851
MT2A	4271
MT3	50275
MTA1	25021
MTA2	64455
MTA3	37298
MTAP	1738
MTBP	49127
MTCH1	87706
MTCH2	98841
MTCL1	11369
MTCP1	41278
MTDH	96529
MTERF1	10178
MTERF2	17177
MTERF3	2488
MTERF4	44801
MTF1	46125
MTF2	39636
MTFMT	84243
MTFP1	1725
MTFR1	78545
MTFR1L	99053
MTFR2	70210
MTG1	46595
MTG2	29511
MTHFD1L	80451
MTHFD2	35710
MTHFD2L	89649
MTHFR	12108
MTHFSD	31100
MTIF2	65837
MTIF3	48002
MTLN	17767
MTM1	33596
MTMR1	31383
MTMR10	89222
MTMR11	17820
MTMR12	36245
MTMR14	5723
MTMR2	99759
MTMR3	56866
MTMR4	38780
MTMR6	52489
MTMR7	2659
MTMR8	82895
MTMR9	576
MTNR1A	1211
MTNR1B	79870
MTO1	46393
MTOR	56807
MTPAP	14524
MTPN	3814
MTR	81778
MTREX	34335
MTRF1	48497
MTRR	42278
MTSS1	75127
MTSS2	63715
MTTP	8158
MTURN	57116
MTUS1	92567
MTUS2	22097
MTX1	68059
MTX2	51599
MTX3	98232
MUC1	47953
MUC13	55411
MUC15	58590
MUC17	41112
MUC20	47332
MUC22	97566
MUC5B	50137
MUC6	13710
MUL1	37047
MUS81	67558
MUSK	91275
MUTYH	62174
MVB12A	81251
MVB12B	45583
MVD	84810
MVK	37353
MVP	72703
MX1	64707
MX2	17934
MXD1	73878
MXD3	81324
MXD4	10468
MXI1	40543
MXRA5	71248
MXRA8	46654
MYADM	81197
MYADML2	36454
MYB	90289
MYBBP1A	25946
MYBL1	66446
MYBL2	36921
MYBPC1	69437
MYBPC2	23031
MYBPC3	30581
MYBPH	99645
MYBPHL	29032
MYC	94669
MYCBP2	82231
MYCBPAP	35858
MYCL	67466
MYCN	29389
MYCT1	63689
MYD88	63985
MYDGF	63113
MYEF2	1251
MYEOV	96484
MYF6	54847
MYH1	32872
MYH10	58803
MYH11	57317
MYH13	81607
MYH14	91147
MYH15	73576
MYH3	29514
MYH4	72486
MYH6	43347
MYH7	14859
MYH7B	92993
MYH8	21323
MYH9	71813
MYL1	91480
MYL10	19682
MYL12A	95634
MYL2	49445
MYL3	92776
MYL4	9881
MYL5	58034
MYL6B	37541
MYL7	87348
MYL9	92870
MYLIP	82561
MYLK	42622
MYLK2	86588
MYLK3	51040
MYLK4	29872
MYLPF	31214
MYMK	80311
MYMX	89799
MYNN	70831
MYO10	72038
MYO15A	27392
MYO15B	61181
MYO16	21964
MYO18A	63091
MYO18B	85329
MYO19	3170
MYO1A	40303
MYO1B	84851
MYO1C	92918
MYO1D	51529
MYO1E	33092
MYO1G	67421
MYO3A	74522
MYO3B	19073
MYO5A	94144
MYO5C	52158
MYO6	14131
MYO7A	71478
MYO7B	4158
MYO9A	81756
MYO9B	48510
MYOC	11206
MYOCD	17907
MYOD1	53227
MYOF	47837
MYOG	17734
MYOM1	18908
MYOM2	4132
MYOM3	18025
MYOT	3403
MYOZ1	2374
MYOZ2	77038
MYOZ3	89694
MYPN	3284
MYPOP	17593
MYRF	23866
MYRFL	62561
MYRIP	6257
MYSM1	46426
MYT1	13232
MYT1L	58052
MZB1	87277
MZT1	68291
N4BP2	74643
N4BP2L1	74265
N4BP2L2	19439
N4BP3	17978
N6AMT1	4884
NAA10	98997
NAA15	70261
NAA16	6352
NAA20	96175
NAA25	69379
NAA30	42300
NAA35	48119
NAA38	27713
NAA40	50568
NAA50	48731
NAA60	97794
NAA80	46823
NAAA	23405
NAALAD2	87528
NAALADL1	6808
NAALADL2	95067
NAB1	95656
NAB2	57234
NABP1	71162
NABP2	69163
NACAD	36022
NACC1	59395
NACC2	75653
NADK	75754
NADK2	15423
NADSYN1	752
NAE1	64366
NAF1	40766
NAGA	98620
NAGK	77085
NAGLU	91967
NAGPA	83431
NAGS	16501
NAIF1	47023
NAIP	69099
NALCN	66486
NAMPT	86260
NANOG	3475
NANOS3	71239
NANP	90452
NANS	96073
NAP1L1	93530
NAP1L3	64354
NAP1L4	98247
NAP1L5	23498
NAPA	48790
NAPB	7568
NAPEPLD	86526
NAPG	57531
NAPRT	46706
NAPSA	98039
NARF	11415
NARS	90748
NARS2	3398
NASP	92153
NAT1	96817
NAT10	24801
NAT16	54507
NAT9	27358
NATD1	17477
NAV1	58784
NAV2	78291
NAV3	64942
NAXD	23440
NAXE	38784
NBAS	99895
NBDY	68365
NBEA	59716
NBEAL1	39054
NBEAL2	59224
NBL1	64335
NBN	51606
NBR1	87123
NCALD	70115
NCAM1	83044
NCAM2	695
NCAN	72236
NCAPD2	51247
NCAPD3	5408
NCAPG	83348
NCAPG2	37539
NCAPH	50215
NCAPH2	93800
NCBP1	5133
NCBP2	10776
NCBP2AS2	2934
NCBP3	65282
NCCRP1	95137
NCDN	70206
NCEH1	42653
NCF1	97302
NCF2	62545
NCF4	34836
NCK1	64818
NCK2	21239
NCKAP1	48729
NCKAP1L	10772
NCKAP5	79245
NCKAP5L	33036
NCKIPSD	66869
NCL	99689
NCLN	36928
NCMAP	12571
NCOA1	15977
NCOA2	8821
NCOA3	57524
NCOA4	54592
NCOA5	28277
NCOA6	81780
NCOA7	87595
NCOR1	53182
NCOR2	45209
NCR1	67234
NCR3	97599
NCSTN	98829
ND1	47563
ND2	64348
ND3	31989
ND4	83533
ND4L	79648
ND5	89274
ND6	41676
NDC1	77153
NDC80	44278
NDE1	64407
NDEL1	69178
NDFIP1	25359
NDFIP2	40959
NDN	92853
NDNF	81944
NDOR1	68981
NDP	27108
NDRG1	51078
NDRG2	80372
NDRG3	73299
NDRG4	48040
NDST1	88799
NDST3	1962
NDST4	33088
NDUFA1	69533
NDUFA10	77484
NDUFA11	42699
NDUFA12	26882
NDUFA13	58829
NDUFA2	28024
NDUFA4L2	47138
NDUFA5	53457
NDUFA7	42020
NDUFA8	4741
NDUFA9	28157
NDUFAB1	7470
NDUFAF1	14230
NDUFAF2	92207
NDUFAF3	67606
NDUFAF4	95366
NDUFAF5	26036
NDUFAF6	4709
NDUFAF7	44729
NDUFAF8	13975
NDUFB10	77556
NDUFB2	69564
NDUFB4	22275
NDUFB5	49374
NDUFB6	52629
NDUFB7	47958
NDUFB9	92299
NDUFC1	22468
NDUFC2	85560
NDUFS1	39909
NDUFS3	19832
NDUFS4	89230
NDUFS5	13838
NDUFS6	40826
NDUFS7	32289
NDUFS8	84407
NDUFV1	67039
NDUFV3	55679
NEB	69442
NEBL	55991
NECAB1	41845
NECAB2	69939
NECAB3	48195
NECAP1	2049
NECAP2	83386
NECTIN1	82159
NECTIN2	15308
NECTIN3	10048
NEDD1	53969
NEDD4	36440
NEDD4L	87589
NEDD9	29985
NEFH	69968
NEFL	37013
NEFM	9922
NEGR1	19507
NEIL1	15772
NEIL2	41838
NEIL3	30352
NEK1	84977
NEK10	41925
NEK11	64647
NEK2	36343
NEK3	83351
NEK4	78947
NEK5	59131
NEK6	74998
NEK7	60411
NEK9	16195
NELFA	93042
NELFB	14400
NELFCD	98686
NELL1	73175
NELL2	22864
NEMF	56135
NEMP1	51254
NEMP2	5023
NENF	50357
NEO1	78232
NEPRO	62795
NES	66405
NET1	85816
NETO1	18509
NETO2	63249
NEU1	7248
NEU2	29415
NEU3	34434
NEU4	68214
NEURL1	58038
NEURL1B	95559
NEURL2	80457
NEURL3	39548
NEUROD1	62903
NEUROD2	49658
NEUROD6	44717
NEUROG2	77026
NEXMIF	72289
NEXN	32499
NF1	79658
NF2	13542
NFAM1	81641
NFASC	98369
NFAT5	99774
NFATC1	98506
NFATC2	12061
NFATC2IP	2515
NFATC3	32967
NFATC4	74170
NFE2	71300
NFE2L1	89137
NFE2L2	68474
NFE2L3	23365
NFIA	71172
NFIB	36905
NFIC	14809
NFIL3	33330
NFIX	3433
NFKB1	73328
NFKB2	71375
NFKBIA	25547
NFKBIB	23682
NFKBID	12943
NFKBIE	21553
NFKBIL1	25112
NFKBIZ	59164
NFRKB	90121
NFU1	89534
NFX1	14425
NFXL1	39439
NFYA	93982
NFYC	5995
NGB	8979
NGDN	69259
NGEF	14784
NGF	85009
NGFR	48492
NGLY1	35294
NHEJ1	85688
NHLH1	88268
NHLH2	43040
NHLRC1	78603
NHLRC2	41039
NHLRC3	18402
NHLRC4	35972
NHP2	75801
NHS	69672
NHSL1	75178
NHSL2	88392
NID1	85875
NID2	50234
NIF3L1	22205
NIFK	36940
NIM1K	38760
NIN	92821
NINJ1	832
NINJ2	83394
NINL	5860
NIP7	38560
NIPA1	73142
NIPA2	77406
NIPAL1	54935
NIPAL2	75194
NIPAL3	93667
NIPAL4	1516
NIPBL	44285
NIPSNAP1	89825
NIPSNAP2	89636
NIPSNAP3A	84406
NIPSNAP3B	16090
NISCH	90983
NIT1	54906
NIT2	84862
NKAIN1	88142
NKAIN2	89737
NKAIN3	15438
NKAIN4	20727
NKAP	78350
NKAPD1	32683
NKD1	59200
NKD2	46079
NKG7	79469
NKIRAS1	56974
NKIRAS2	94715
NKPD1	1060
NKRF	97773
NKTR	56657
NKX1-2	59744
NKX2-1	22692
NKX2-2	50351
NKX2-4	8960
NKX2-8	29272
NKX3-1	27824
NKX6-1	6771
NKX6-2	81676
NLE1	44309
NLGN1	3478
NLGN2	14914
NLGN4X	4299
NLK	49012
NLN	76289
NLRC3	61450
NLRC4	61079
NLRC5	70782
NLRP10	38609
NLRP12	57162
NLRP14	66726
NLRP2	27736
NLRP3	91581
NLRP6	54826
NLRP7	88403
NLRX1	87629
NMB	76661
NMBR	77180
NMD3	61128
NME1-NME2	62532
NME3	72519
NME4	81738
NME5	95070
NME6	10710
NME7	48778
NME9	41935
NMI	49232
NMNAT1	79080
NMNAT2	37111
NMNAT3	84729
NMRAL1	34803
NMRK1	6137
NMRK2	63623
NMS	60233
NMT1	35495
NMT2	22528
NMU	81603
NMUR1	79983
NMUR2	11052
NNAT	32279
NNMT	61293
NNT	25214
NOA1	56779
NOB1	73118
NOBOX	74195
NOC2L	17274
NOC3L	85199
NOC4L	15446
NOD1	74242
NOD2	47013
NODAL	61695
NOG	41617
NOL10	63988
NOL11	92961
NOL3	56266
NOL4	83896
NOL4L	52591
NOL6	59121
NOL7	71267
NOL8	8823
NOL9	52925
NOLC1	7728
NONO	77072
NOP10	96354
NOP14	37190
NOP16	10403
NOP2	81978
NOP53	92774
NOP56	85370
NOP58	92400
NOP9	97421
NOS1	4276
NOS1AP	61162
NOS2	86412
NOS3	70903
NOSIP	10718
NOSTRIN	70670
NOTCH1	83680
NOTCH2	49194
NOTCH3	10547
NOTCH4	93679
NOTUM	6914
NOVA1	16509
NOVA2	22374
NOX1	83127
NOX3	89857
NOX4	28015
NOX5	37915
NOXA1	37365
NOXO1	53582
NOXRED1	51248
NPAS1	61732
NPAS2	9395
NPAS3	4635
NPAS4	10776
NPAT	9428
NPB	42192
NPBWR1	75801
NPC1	51986
NPC1L1	73816
NPC2	42351
NPDC1	48643
NPEPL1	65897
NPEPPS	28933
NPFF	97078
NPFFR1	66539
NPFFR2	58616
NPHP1	75308
NPHP3	66025
NPHP4	39710
NPHS1	29989
NPHS2	8946
NPL	59197
NPM2	16476
NPM3	60736
NPNT	1376
NPPA	28618
NPPB	61413
NPPC	7256
NPR1	33737
NPR2	95407
NPR3	4550
NPRL2	98124
NPRL3	98659
NPSR1	95116
NPTN	21868
NPTX2	22328
NPTXR	79747
NPVF	25367
NPW	38731
NPY	70780
NPY1R	10152
NPY2R	62984
NPY5R	86989
NQO1	8057
NQO2	95743
NR0B1	75029
NR1D1	37292
NR1D2	983
NR1H3	56811
NR1I2	47176
NR1I3	76916
NR2C1	7859
NR2C2	36793
NR2C2AP	93288
NR2E1	96264
NR2E3	54464
NR2F1	95627
NR2F2	6846
NR2F6	6511
NR3C1	10271
NR3C2	14585
NR4A1	39756
NR4A2	68462
NR4A3	29524
NR5A1	82267
NR5A2	21476
NR6A1	62627
NRAP	32807
NRAS	5455
NRBF2	72869
NRBP1	26444
NRBP2	69470
NRCAM	4346
NRDC	9138
NREP	25512
NRF1	62075
NRG1	99506
NRG2	83796
NRG3	49116
NRG4	3778
NRGN	47871
NRIP1	86227
NRIP2	10374
NRIP3	7229
NRK	92191
NRL	17636
NRM	85160
NRN1	35099
NRP1	68897
NRP2	24755
NRROS	28280
NRSN1	45678
NRSN2	82299
NRTN	7529
NRXN1	694
NRXN2	33738
NRXN3	11667
NSA2	65182
NSD1	6726
NSD2	77316
NSD3	97170
NSDHL	78361
NSF	98975
NSFL1C	42575
NSG1	61949
NSG2	89649
NSL1	92076
NSMCE1	87133
NSMCE2	95033
NSMCE4A	5728
NSMF	94191
NSRP1	69129
NSUN2	7894
NSUN3	79394
NSUN4	12410
NSUN5	31289
NSUN6	34992
NSUN7	28813
NT5C	85603
NT5C1A	43875
NT5C2	35369
NT5C3A	99499
NT5C3B	96990
NT5DC1	23241
NT5DC2	29531
NT5DC3	59905
NT5DC4	97253
NT5E	62580
NT5M	21063
NTF3	25297
NTHL1	75041
NTM	52426
NTMT1	71430
NTN1	92989
NTN3	81015
NTN4	27774
NTN5	31665
NTNG1	88680
NTNG2	89276
NTPCR	4085
NTRK1	83391
NTRK2	26451
NTRK3	5501
NTS	73414
NTSR1	55756
NTSR2	79410
NUAK1	5947
NUAK2	85818
NUB1	88251
NUBP1	22041
NUBP2	1360
NUBPL	93897
NUCB1	75915
NUCB2	62467
NUCKS1	12039
NUDCD1	9336
NUDCD2	20248
NUDCD3	91150
NUDT1	79456
NUDT10	69302
NUDT11	67987
NUDT12	22091
NUDT13	3864
NUDT14	85292
NUDT16	95866
NUDT16L1	87547
NUDT17	38610
NUDT18	98997
NUDT19	55179
NUDT21	59350
NUDT22	35185
NUDT3	26624
NUDT4	63493
NUDT5	58914
NUDT6	68277
NUDT8	84792
NUDT9	70483
NUF2	83351
NUFIP1	84230
NUFIP2	51649
NUGGC	4441
NUMA1	58590
NUMBL	7222
NUP107	23439
NUP133	1810
NUP153	8011
NUP155	89789
NUP160	69407
NUP188	54247
NUP205	81743
NUP210	80090
NUP210L	54225
NUP214	27351
NUP35	76016
NUP37	66161
NUP50	91348
NUP54	23645
NUP58	9785
NUP62	44039
NUP62CL	57866
NUP85	48399
NUP88	89275
NUP93	95229
NUP98	26002
NUPL2	86867
NUPR1	23988
NUS1	5797
NUTF2	58539
NUTM1	65708
NVL	11247
NWD1	81371
NWD2	64986
NXF1	1837
NXF3	46416
NXN	85121
NXNL2	56890
NXPE2	75478
NXPE3	40631
NXPE4	77280
NXPH1	70113
NXPH2	81441
NXPH3	27786
NXPH4	14925
NXT1	13073
NXT2	85987
NYAP1	77587
NYAP2	79600
NYNRIN	97962
NYX	53237
OAF	83656
OARD1	46700
OAS2	47031
OAS3	116
OASL	93126
OAT	65882
OAZ1	3371
OAZ2	23285
OAZ3	39509
OBSCN	45918
OBSL1	3479
OCA2	86840
OCEL1	82629
OCIAD1	26426
OCIAD2	38149
OCLN	37960
OCRL	58740
OCSTAMP	44327
ODAPH	46153
ODF1	28506
ODF2	9319
ODF2L	25563
ODF3L1	11360
ODF3L2	68005
ODF4	57858
ODR4	54834
OFD1	45233
OGA	49815
OGDH	21709
OGDHL	70056
OGFOD1	79141
OGFOD2	62637
OGFOD3	64636
OGFR	30920
OGFRL1	37369
OGG1	43949
OGN	7596
OGT	21132
OIP5	14193
OIT3	51672
OLA1	61446
OLAH	81470
OLFM1	80686
OLFM3	91735
OLFM4	80279
OLFML1	96833
OLFML2A	32695
OLFML2B	62824
OLFML3	92101
OLIG1	14741
OLIG2	92130
OLR1	36281
OMA1	44751
OMD	46325
OMG	75753
ONECUT1	53873
ONECUT2	11149
OOEP	23544
OPA1	65249
OPA3	52439
OPALIN	37151
OPCML	4323
OPHN1	71735
OPLAH	24185
OPN1SW	53241
OPN3	88903
OPN4	29179
OPN5	64547
OPRD1	81425
OPRK1	11534
OPRL1	59369
OPRM1	41384
OPTC	26181
OPTN	463
OR10J3	57821
OR14J1	9335
OR1P1	75048
OR2AJ1	33086
OR2B11	64585
OR2B2	1294
OR2B6	78280
OR2C1	878
OR2F1	26102
OR2K2	62947
OR2M4	45356
OR2W3	95191
OR3A1	93855
OR4D1	71242
OR4E2	6214
OR4X2	74555
OR51E2	93784
OR52A1	33741
OR52H1	70851
OR5AN1	77945
OR5B21	60975
OR6C65	28433
OR6S1	22625
OR6V1	64962
OR8D1	50117
OR9A2	3367
OR9G4	24909
ORAI1	45148
ORAI2	4369
ORAI3	7854
ORC1	10344
ORC2	15324
ORC3	53829
ORC4	38786
ORC5	48416
ORC6	97717
ORMDL1	48471
ORMDL2	23326
ORMDL3	10997
OS9	42326
OSBP	16810
OSBP2	1237
OSBPL10	68759
OSBPL11	46798
OSBPL1A	72880
OSBPL2	55592
OSBPL3	85748
OSBPL5	55972
OSBPL6	91772
OSBPL8	80857
OSBPL9	897
OSCAR	67365
OSCP1	10100
OSER1	69355
OSGEP	31703
OSGEPL1	40000
OSGIN1	3928
OSGIN2	81194
OSM	87373
OSMR	21020
OSR1	52049
OSR2	7516
OST4	81236
OSTC	28155
OSTF1	60308
OSTM1	75067
OSTN	51817
OTC	35575
OTOA	10632
OTOF	94334
OTOG	41835
OTOGL	89250
OTOL1	54959
OTOP1	14506
OTOP2	65872
OTOP3	53498
OTOR	99363
OTOS	85786
OTP	52322
OTUB1	48037
OTUB2	49437
OTUD1	2326
OTUD3	51343
OTUD4	53558
OTUD5	87558
OTUD6B	88753
OTUD7A	76049
OTUD7B	77153
OTULIN	3120
OTULINL	94479
OTX1	52334
OTX2	65012
OVCH1	45009
OVCH2	33212
OVGP1	70333
OVOL1	76091
OVOL2	3466
OVOL3	13407
OXA1L	93035
OXER1	21650
OXGR1	20438
OXLD1	67638
OXNAD1	59307
OXR1	7006
OXSM	74148
OXSR1	99747
OXT	75207
OXTR	43585
P2RX1	42774
P2RX2	79370
P2RX3	36790
P2RX4	4034
P2RX6	59434
P2RX7	41267
P2RY1	93449
P2RY10	14816
P2RY11	67479
P2RY12	88574
P2RY13	65513
P2RY14	83312
P2RY2	69471
P2RY4	51972
P2RY6	11685
P3H1	76820
P3H2	52039
P3H3	51141
P3H4	68588
P4HA1	60220
P4HA2	38125
P4HA3	99594
P4HB	64992
P4HTM	98266
PA2G4	16884
PAAF1	66305
PABPC1	39763
PABPC1L	46389
PABPC3	73946
PABPC4	93119
PABPC5	86696
PACRG	38890
PACRGL	37729
PACS1	17401
PACS2	99491
PACSIN1	69332
PACSIN2	82563
PACSIN3	73807
PADI1	12964
PADI2	84126
PADI3	4367
PADI4	59635
PADI6	65456
PAEP	86943
PAF1	12762
PAFAH1B1	68980
PAFAH1B2	90537
PAFAH1B3	68608
PAFAH2	68951
PAG1	94668
PAGE4	39228
PAGR1	97515
PAH	66625
PAICS	82387
PAIP1	37169
PAIP2	20677
PAIP2B	91924
PAK1	54580
PAK1IP1	69448
PAK2	95681
PAK3	63694
PAK4	74705
PAK5	20711
PAK6	5077
PALD1	48003
PALLD	33090
PALM	49113
PALM2	20822
PALM3	31154
PALMD	17885
PAM	81144
PAM16	54286
PAMR1	27582
PAN2	68676
PAN3	3009
PANK1	95096
PANK2	16283
PANK3	83244
PANK4	27199
PANO1	4142
PANX1	78597
PANX2	97191
PAPLN	71490
PAPOLA	71521
PAPOLB	19140
PAPOLG	71451
PAPPA	58614
PAPPA2	21576
PAPSS1	90083
PAPSS2	59066
PAQR3	7504
PAQR4	76439
PAQR5	44729
PAQR7	38827
PAQR8	10456
PAQR9	7070
PARD3	32464
PARD3B	33946
PARD6A	79825
PARD6B	53843
PARD6G	19682
PARG	42394
PARK7	72417
PARL	51844
PARM1	47013
PARN	98234
PARP1	94218
PARP10	66427
PARP11	93397
PARP12	18235
PARP14	56184
PARP15	67024
PARP16	70814
PARP2	73157
PARP3	92208
PARP6	77198
PARP8	78444
PARP9	70008
PARPBP	6751
PARVA	58751
PARVB	76773
PARVG	21036
PASK	58952
PATE2	91916
PATE4	14436
PATL1	37369
PATL2	1527
PATZ1	74355
PAWR	21256
PAX1	34521
PAX2	66383
PAX3	16404
PAX5	89353
PAX6	95113
PAX7	96199
PAX8	56971
PAXBP1	42816
PAXIP1	80533
PAXX	25808
PBDC1	49687
PBK	89505
PBLD	388
PBRM1	96050
PBX1	37806
PBX2	18524
PBX3	16316
PBX4	57423
PBXIP1	82766
PC	96664
PCARE	532
PCBD1	38132
PCBD2	91017
PCBP1	39282
PCBP2	4726
PCBP3	78714
PCBP4	61320
PCCA	85205
PCCB	14495
PCDH1	12743
PCDH10	20745
PCDH12	63125
PCDH15	39547
PCDH17	45585
PCDH18	97706
PCDH19	62780
PCDH7	63879
PCDH8	79243
PCDH9	72891
PCDHA8	92371
PCDHAC2	51824
PCDHB1	65006
PCDHB12	53822
PCDHB14	3976
PCDHB4	83565
PCDHB5	41751
PCDHB7	41252
PCDHGA4	49890
PCED1A	30021
PCF11	20789
PCGF1	56510
PCGF2	48981
PCGF3	27974
PCGF5	46573
PCGF6	16718
PCID2	29372
PCIF1	63987
PCK1	15520
PCK2	42691
PCLO	71935
PCM1	58146
PCMTD1	2377
PCMTD2	53960
PCNA	67295
PCNT	39095
PCNX1	37051
PCNX2	65707
PCNX3	14291
PCNX4	30515
PCOLCE	38116
PCOLCE2	80857
PCP2	15347
PCP4	88383
PCP4L1	47223
PCSK1	70516
PCSK1N	100010
PCSK2	71419
PCSK4	41250
PCSK5	74140
PCSK6	4723
PCSK7	32857
PCSK9	74535
PCTP	84781
PCYOX1	49522
PCYOX1L	69706
PCYT1A	34814
PCYT1B	70758
PCYT2	16385
PDCD1	53882
PDCD10	46894
PDCD11	6959
PDCD1LG2	50352
PDCD2	75362
PDCD4	95433
PDCD5	33504
PDCD6	50380
PDCD6IP	11862
PDCD7	10958
PDCL	74775
PDCL2	6073
PDE10A	45172
PDE11A	33853
PDE12	4963
PDE1A	48834
PDE1B	86756
PDE1C	34673
PDE2A	48481
PDE3A	87399
PDE3B	8617
PDE4A	4719
PDE4B	55609
PDE4D	19665
PDE4DIP	49169
PDE5A	85223
PDE6A	36473
PDE6B	5204
PDE6C	87429
PDE6D	44007
PDE7A	99990
PDE7B	61361
PDE8A	48479
PDE9A	71151
PDF	32604
PDGFA	1866
PDGFB	79092
PDGFC	83130
PDGFD	15143
PDGFRA	27768
PDGFRB	25042
PDGFRL	56123
PDHB	70539
PDHX	85000
PDIA2	91913
PDIA3	75851
PDIA4	53128
PDIA5	75821
PDIA6	71135
PDIK1L	77709
PDILT	51113
PDK1	69017
PDK2	21124
PDK3	25013
PDK4	30780
PDLIM1	66827
PDLIM2	97132
PDLIM3	87991
PDLIM4	36890
PDLIM5	76467
PDLIM7	35316
PDP1	17751
PDP2	71407
PDPK1	75389
PDPN	67953
PDPR	3032
PDRG1	74515
PDS5A	98746
PDS5B	4471
PDSS1	13301
PDSS2	63154
PDXDC1	22393
PDXK	83955
PDXP	69891
PDYN	78706
PDZD11	36509
PDZD2	987
PDZD3	75692
PDZD4	93173
PDZD7	79370
PDZD8	15367
PDZD9	72281
PDZK1	90765
PDZK1IP1	31087
PDZRN3	61758
PDZRN4	60925
PEA15	49356
PEAK1	93743
PEAK3	63851
PEAR1	1546
PEBP4	56076
PECAM1	56451
PECR	32521
PEG10	96532
PEG3	30131
PELI1	62987
PELI2	7816
PELI3	31567
PELO	9775
PELP1	57469
PEMT	71000
PENK	96183
PEPD	79229
PER2	31924
PER3	2063
PERM1	26076
PERP	27563
PES1	41110
PET100	56702
PET117	41863
PEX1	65709
PEX10	56313
PEX11A	78375
PEX11G	15036
PEX12	38477
PEX13	21976
PEX14	42383
PEX16	23723
PEX19	11796
PEX2	23040
PEX26	55827
PEX3	89003
PEX5	23001
PEX5L	82248
PEX6	3924
PEX7	54149
PF4	16656
PF4V1	37203
PFAS	16138
PFDN1	30290
PFDN2	88924
PFDN4	21282
PFDN6	33081
PFKFB1	56109
PFKFB2	8187
PFKFB3	74768
PFKFB4	79045
PFKL	82298
PFKM	65449
PFN1	996
PFN2	47469
PFN3	83146
PFN4	95019
PGAM1	94519
PGAM2	98701
PGAP1	49392
PGAP2	55021
PGAP3	88161
PGBD1	10319
PGBD2	27622
PGBD4	66590
PGBD5	6430
PGC	7315
PGD	60903
PGF	6283
PGGHG	39698
PGGT1B	26437
PGK1	36579
PGLYRP1	78616
PGM1	21590
PGM2	12180
PGM2L1	54053
PGM3	82126
PGM5	55575
PGP	4381
PGPEP1	26745
PGPEP1L	86774
PGR	35829
PGRMC1	41332
PGRMC2	92795
PGS1	15920
PHACTR1	25582
PHACTR2	71444
PHACTR3	14673
PHACTR4	91459
PHAX	52851
PHB	80229
PHB2	16356
PHC1	19935
PHC2	39362
PHC3	20643
PHETA1	49655
PHEX	58681
PHF1	66080
PHF10	35223
PHF11	71952
PHF12	51530
PHF13	69298
PHF14	60752
PHF19	69189
PHF2	68566
PHF20	95347
PHF20L1	59645
PHF21A	56687
PHF21B	56253
PHF23	45338
PHF24	65173
PHF3	48326
PHF5A	44874
PHF6	23346
PHF7	57472
PHF8	88696
PHGDH	19517
PHIP	15721
PHKA1	4008
PHKA2	6215
PHKB	25579
PHKG1	51967
PHKG2	50672
PHLDA1	20344
PHLDA2	28849
PHLDA3	90364
PHLDB1	46406
PHLDB2	23326
PHLDB3	94341
PHLPP1	65672
PHLPP2	20385
PHOSPHO1	48309
PHOX2A	46938
PHPT1	71252
PHRF1	44212
PHTF1	32528
PHTF2	67487
PHYH	20326
PHYHD1	91071
PHYHIP	22247
PHYHIPL	17261
PHYKPL	12288
PI15	96997
PI16	1077
PI3	34061
PI4K2A	70000
PI4K2B	27282
PI4KA	35460
PI4KB	29890
PIANP	30125
PIAS1	27876
PIAS2	59083
PIAS3	46944
PIAS4	83779
PIBF1	76207
PICALM	92712
PICK1	12736
PID1	68895
PIDD1	78791
PIEZO1	19970
PIEZO2	15059
PIF1	10448
PIFO	95701
PIGA	17327
PIGB	45523
PIGC	61010
PIGF	47000
PIGG	60784
PIGH	34443
PIGK	35570
PIGL	58278
PIGN	96077
PIGO	63099
PIGP	63947
PIGQ	49722
PIGS	24049
PIGT	90491
PIGU	28058
PIGV	53966
PIGW	1809
PIGX	74720
PIGZ	14961
PIH1D1	91419
PIH1D2	92097
PIK3AP1	33668
PIK3C2A	3886
PIK3C2B	99022
PIK3C2G	11511
PIK3C3	20019
PIK3CA	60112
PIK3CB	15392
PIK3CD	67221
PIK3CG	35623
PIK3IP1	27202
PIK3R1	98990
PIK3R3	37551
PIK3R4	31426
PIK3R5	7205
PIK3R6	92113
PIKFYVE	5424
PILRA	30075
PIM1	96407
PIM2	94726
PIM3	15246
PIMREG	71230
PIN1	92608
PINK1	54408
PINLYP	70638
PINX1	64822
PIP	61219
PIP4K2A	23809
PIP4K2B	97136
PIP4K2C	49710
PIP4P1	53422
PIP4P2	36298
PIP5K1A	70858
PIP5K1B	33340
PIP5K1C	71397
