gene_symbol	logCPM
RF02200	8.125991
RF02201	7.515697
RF02215	8.436528
RF02216	7.348994
RF02217	4.786375
RF02271	5.613024
RF02275	7.591356
RFC1	2.039294
RFC2	3.894909
RFC3	7.291932
RFC4	1.907943
RFC5	3.04198
RFESD	1.520679
RFFL	2.16494
RFLNA	10.857248
RFLNB	9.022948
RFNG	5.983491
RFTN1	10.6087
RFTN2	8.327515
RFWD3	5.156745
RFX1	10.120016
RFX2	0.332035
RFX3	10.812348
RFX4	1.702114
RFX5	0.308187
RFX7	6.994449
RFX8	11.33694
RFXANK	1.946507
RFXAP	1.160854
RGCC	8.286496
RGL1	7.528619
RGL2	5.168644
RGL3	5.594646
RGMA	3.102551
RGMB	9.608985
RGN	3.647465
RGP1	8.004501
RGR	1.665973
RGS1	0.677393
RGS10	12.076642
RGS11	7.152389
RGS12	0.358705
RGS14	10.691368
RGS16	6.163501
RGS17	3.117429
RGS18	6.71054
RGS19	1.788426
RGS2	2.777452
RGS20	8.917595
RGS22	4.124937
RGS3	8.5969
RGS4	1.172981
RGS5	9.441587
RGS6	1.284452
RGS7	9.510864
RGS7BP	10.174905
RGS8	10.320386
RGS9	4.768079
RGS9BP	11.253288
RGSL1	8.094991
RHAG	0.746932
RHBDD1	1.317281
RHBDD2	1.776148
RHBDD3	7.531543
RHBDF1	2.008666
RHBDF2	1.042127
RHBDL1	1.001872
RHBDL2	10.171379
RHBDL3	1.108464
RHBG	0.988835
RHCG	9.332162
RHEB	1.865053
RHEBL1	11.656251
RHEX	9.97549
RHNO1	10.02117
RHO	5.985253
RHOB	1.050336
RHOBTB1	6.303346
RHOBTB2	10.840206
RHOBTB3	11.123786
RHOC	7.388531
RHOD	11.786695
RHOF	4.808222
RHOG	6.607111
RHOH	1.342451
RHOJ	11.216086
RHOQ	8.42205
RHOT1	2.573236
RHOT2	7.738637
RHOU	0.434276
RHOV	1.333188
RHOXF1	2.855527
RHPN1	8.550841
RHPN2	0.83607
RIBC1	9.511829
RIBC2	10.665578
RIC1	10.364975
RIC3	5.920565
RIC8A	11.068562
RIC8B	9.673065
RICTOR	1.512121
RIDA	9.235795
RIF1	2.111204
RIIAD1	7.045798
RILP	10.284285
RILPL1	4.205768
RILPL2	9.299447
RIMBP2	2.595961
RIMKLA	5.678384
RIMS1	11.1074
RIMS2	7.757513
RIMS3	6.180404
RIMS4	4.479008
RIN1	7.165176
RIN2	10.150779
RIN3	7.055381
RING1	6.836919
RINL	7.254164
RINT1	8.792089
RIOK1	6.412892
RIOK2	1.005584
RIOK3	4.141986
RIOX1	1.458662
RIOX2	1.300205
RIPK1	2.011554
RIPK2	8.780741
RIPK3	6.607437
RIPK4	1.637072
RIPOR1	6.678221
RIPOR2	10.360231
RIPOR3	8.977306
RIPPLY1	5.219337
RIPPLY2	8.82098
RIPPLY3	7.09343
RIT1	9.226523
RIT2	4.947438
RITA1	4.05809
RLBP1	1.985826
RLF	5.467359
RLIM	8.616406
RLN2	9.156221
RMC1	11.405797
RMDN1	6.321443
RMDN2	11.307347
RMDN3	9.13022
RMI1	3.243491
RMI2	11.633976
RMND1	9.140958
RMND5A	2.128989
RMND5B	8.173943
RNASE4	1.848473
RNASE6	0.399855
RNASEH2A	7.549783
RNASEK	8.187793
RNASEL	8.551112
RNASET2	6.345921
RND1	6.906987
RND2	8.798676
RND3	11.575538
RNF10	8.936904
RNF103	6.773203
RNF11	5.070033
RNF111	0.948044
RNF112	5.647834
RNF113A	2.221248
RNF114	9.547855
RNF115	9.328883
RNF121	2.488059
RNF122	4.158347
RNF123	7.072725
RNF125	6.815869
RNF128	7.101303
RNF13	1.730661
RNF130	8.623707
RNF135	3.943411
RNF138	0.672551
RNF139	10.46127
RNF14	4.601672
RNF141	11.519007
RNF144A	10.67026
RNF144B	2.412202
RNF145	10.193134
RNF146	3.965722
RNF149	1.019896
RNF150	0.936795
RNF151	10.996913
RNF152	8.476182
RNF157	0.951121
RNF165	2.626126
RNF166	4.788
RNF167	2.686917
RNF168	11.230605
RNF169	5.787369
RNF17	6.683576
RNF170	3.037038
RNF175	8.197108
RNF180	3.079941
RNF181	3.287386
RNF182	5.479843
RNF185	10.524625
RNF187	3.074044
RNF19A	11.310009
RNF19B	8.64727
RNF2	11.953422
RNF20	2.452129
RNF207	3.760989
RNF208	10.388275
RNF212	10.642135
RNF212B	3.208088
RNF214	7.077097
RNF215	3.674489
RNF216	5.74535
RNF217	5.616001
RNF219	7.611047
RNF220	11.469817
RNF225	4.506514
RNF227	9.760222
RNF24	6.532814
RNF25	7.754498
RNF26	5.30435
RNF32	9.986905
RNF34	7.787314
RNF38	4.923415
RNF39	8.329061
RNF4	5.559743
RNF40	4.937757
RNF41	3.773667
RNF44	2.61581
RNF5	3.90939
RNF6	10.386113
RNF7	6.826996
RNF8	7.170955
RNFT1	8.096538
RNFT2	11.295951
RNGTT	7.134123
RNH1	7.907434
RNLS	11.579436
RNMT	7.606028
RNPC3	6.399721
RNPEP	11.302948
RNPEPL1	7.859467
RO60	5.078065
ROBO1	0.871072
ROBO2	9.856528
ROBO3	4.005808
ROBO4	2.964666
ROCK1	10.573325
ROCK2	3.499255
ROGDI	6.009818
ROM1	1.410969
ROMO1	11.591263
ROPN1B	3.093245
ROPN1L	7.381178
ROR1	6.405721
ROR2	9.50998
RORA	7.78388
RORB	8.779493
RORC	4.658392
ROS1	9.035162
RP1	8.080765
RP1L1	3.065263
RP2	1.95229
RP9	3.363888
RPA2	8.884939
RPAIN	5.518682
RPAP1	11.059687
RPAP2	4.477657
RPAP3	1.476807
RPE65	11.377981
RPF1	9.42988
RPF2	11.953205
RPGRIP1	6.177094
RPGRIP1L	6.314691
RPH3A	11.660444
RPH3AL	6.703979
RPIA	9.726788
RPL10	3.396747
RPL10A	9.538981
RPL13A	1.982748
RPL15	2.335728
RPL18	3.515191
RPL18A	8.223395
RPL19	3.714918
RPL22	5.639163
RPL26L1	2.868166
RPL27	8.992063
RPL27A	3.669528
RPL28	1.549676
RPL3	10.151324
RPL30	2.273901
RPL31	9.179033
RPL32	4.925638
RPL35A	5.565043
RPL36	11.035447
RPL39L	7.534642
RPL3L	10.486489
RPL4	5.974841
RPL5	8.362879
RPL7	2.14189
RPL7A	9.734495
RPL8	5.131814
RPL9	10.454092
RPLP0	7.69199
RPLP2	6.38659
RPN1	5.988519
RPN2	3.895803
RPP14	8.707484
RPP25	10.971115
RPP30	2.619994
RPP40	9.95647
RPRD1A	7.444449
RPRD1B	1.167068
RPRD2	7.749984
RPRM	4.888666
RPRML	6.425726
RPS10	11.07758
RPS11	1.34985
RPS13	6.133351
RPS14	3.267481
RPS15	0.775231
RPS15A	10.205679
RPS16	9.221329
RPS17	4.710449
RPS18	0.858332
RPS19	7.337086
RPS19BP1	10.374928
RPS2	7.164547
RPS20	6.501027
RPS21	2.906359
RPS23	10.135707
RPS25	12.026048
RPS27L	1.123916
RPS29	4.291748
RPS3A	5.145658
RPS4X	8.380478
RPS5	6.506758
RPS6	1.794081
RPS6KA1	8.293869
RPS6KA2	5.125649
RPS6KA3	8.600804
RPS6KA4	11.834131
RPS6KA5	1.977487
RPS6KA6	5.273637
RPS6KB1	12.101515
RPS6KB2	6.914432
RPS6KC1	1.147802
RPS6KL1	3.241569
RPS7	6.192482
RPS8	10.463773
RPS9	0.519462
RPSA	9.0403
RPTN	10.012048
RPTOR	4.145003
RPUSD1	4.142224
RPUSD2	9.130444
RPUSD3	12.098817
RPUSD4	2.770553
RQCD1	10.991597
RRAD	7.087803
RRAGA	9.624921
RRAGB	3.570576
RRAGC	7.683218
RRAGD	10.39679
RRAS	0.723176
RRAS2	11.553506
RRBP1	9.777474
RREB1	6.365402
RRH	11.459199
RRM1	0.559499
RRM2	1.07456
RRM2B	8.780308
RRN3	2.955773
RRNAD1	0.332875
RRP1	0.711042
RRP12	2.158308
RRP15	8.610291
RRP1B	6.08402
RRP36	11.496075
RRP7A	8.391683
RRP8	3.819765
RRP9	6.050679
RRS1	9.847186
RS1	1.926441
RSAD1	2.182383
RSAD2	11.323312
RSBN1	7.276763
RSBN1L	2.503037
RSF1	3.071723
RSKR	9.953632
RSL1D1	9.685464
RSL24D1	7.373377
RSPH1	5.136099
RSPH14	7.978109
RSPH3	7.600059
RSPH4A	1.660722
RSPH6A	1.324865
RSPH9	6.36693
RSPO1	6.943263
RSPO2	7.975421
RSPO3	6.14493
RSPO4	8.894238
RSPRY1	0.558249
RSRC1	7.135354
RSRC2	8.691074
RSRP1	1.778429
RSU1	10.290993
RTBDN	9.050131
RTCA	0.532159
RTCB	5.634921
RTF1	4.713042
RTF2	4.878517
RTKN	3.608448
RTKN2	7.923108
RTL1	12.02291
RTL5	8.794917
RTL6	4.215562
RTL9	3.490187
RTN1	10.963594
RTN2	7.315347
RTN3	0.63216
RTN4	2.935759
RTN4IP1	9.353903
RTN4R	8.733912
RTN4RL1	9.718675
RTN4RL2	9.478113
RTP1	5.153443
RTP2	0.976412
RTP4	12.008796
RTP5	8.388783
RTRAF	5.300443
RTTN	5.208531
RUBCN	3.798317
RUBCNL	6.592442
RUFY1	4.272582
RUFY2	1.75828
RUFY3	0.893814
RUFY4	4.169188
RUNDC1	2.074958
RUNDC3A	4.767947
RUNDC3B	11.061768
RUNX1	12.039769
RUNX1T1	1.570376
RUNX2	7.339762
RUNX3	9.852205
RUSC1	2.13527
RUSC2	8.000451
RUVBL1	8.943378
RUVBL2	1.850569
RWDD1	2.11508
RWDD2A	4.139908
RWDD2B	10.317601
RWDD3	6.811494
RWDD4	0.414824
RXFP1	1.524513
RXFP2	10.123866
RXFP3	8.209759
RXFP4	8.805471
RXRA	6.923836
RXRB	1.71564
RXRG	4.085513
RXYLT1	8.758194
RYBP	4.067803
RYK	5.654831
RYR1	7.291806
RYR2	6.572972
RYR3	4.477855
S100A1	4.144686
S100A10	8.326238
S100A13	3.194826
S100A14	10.024708
S100A16	12.142776
S100A2	10.218331
S100A4	9.843016
S100A5	6.432802
S100A6	6.934592
S100A8	10.74106
S100A9	8.566116
S100B	0.330931
S100P	8.754852
S100PBP	9.862134
S1PR1	11.646039
S1PR2	0.866429
S1PR3	7.610978
S1PR4	8.446205
SAA2	4.456543
SAA4	11.999848
SAAL1	8.966573
SAC3D1	1.948238
SACM1L	4.371945
SACS	6.128257
SAE1	6.52837
SAFB	11.874382
SAFB2	4.955447
SAG	11.64283
SALL1	0.893625
SALL2	8.211844
SALL3	8.732936
SALL4	9.79861
SAMD1	4.508743
SAMD10	10.538886
SAMD11	9.315684
SAMD13	7.979898
SAMD14	3.264375
SAMD15	5.370427
SAMD3	3.613265
SAMD4A	2.561575
SAMD4B	8.935113
SAMD5	3.300601
SAMD7	3.509595
SAMD8	1.572732
SAMD9	1.086911
SAMHD1	6.130826
SAMM50	11.112973
SAMSN1	4.863028
SAP130	1.512945
SAP18	11.880899
SAP25	10.448165
SAP30	0.606199
SAP30BP	11.905561
SAP30L	7.107959
SAPCD1	8.331298
SAPCD2	6.240751
SAR1A	11.664222
SAR1B	11.741286
SARAF	3.537864
SARDH	4.247791
SARM1	0.78057
SARNP	7.847659
SARS	6.136811
SARS2	2.277046
SART1	3.708051
SART3	11.397948
SASH1	2.659531
SASH3	5.031049
SASS6	5.758018
SAT1	3.028573
SAT2	4.007327
SATB1	1.169251
SATB2	4.18239
SATL1	9.609394
SAV1	5.248814
SAXO1	10.183864
SAYSD1	2.116579
SBDS	6.648221
SBF1	1.217324
SBF2	5.023776
SBK1	1.848882
SBK2	12.107139
SBNO1	7.647742
SBNO2	6.116514
SBSN	3.307434
SBSPON	11.56341
SC5D	9.637928
SCAF1	11.565448
SCAF11	9.035366
SCAF4	2.445139
SCAF8	7.150931
SCAI	7.507954
SCAMP1	11.196084
SCAMP2	0.64431
SCAMP4	11.646117
SCAMP5	0.497769
SCAP	9.596035
SCAPER	4.132737
SCARA3	7.366657
SCARA5	1.280447
SCARB1	4.031424
SCARB2	10.387918
SCARF1	2.161644
SCARF2	11.495003
SCART1	1.847414
SCCPDH	10.081658
SCD	10.667709
SCD5	2.915238
SCEL	2.056628
SCFD1	3.912127
SCFD2	0.775383
SCG3	0.994669
SCG5	2.665342
SCGB1A1	9.157382
SCGB1D2	9.373833
SCGB1D4	12.028449
SCGB3A1	7.529356
SCGB3A2	0.472687
SCGN	9.324823
SCIMP	12.106582
SCIN	3.815832
SCLT1	1.765507
SCLY	3.537227
SCMH1	3.304671
SCML1	6.001753
SCML2	5.168512
SCML4	5.983008
SCN10A	4.754731
SCN11A	11.942999
SCN1A	5.135463
SCN1B	0.673817
SCN2A	9.750096
SCN2B	0.337422
SCN3A	3.646167
SCN3B	5.924494
SCN4A	2.107639
SCN4B	7.978095
SCN5A	4.988005
SCN7A	9.538933
SCN8A	8.292639
SCN9A	7.08925
SCNM1	3.807687
SCNN1A	3.21895
SCNN1B	8.356212
SCNN1D	7.491842
SCNN1G	10.763793
SCO1	11.789804
SCOC	6.062553
SCP2	9.994702
SCPEP1	10.031215
SCRG1	6.074616
SCRIB	11.380002
SCRN1	3.245689
SCRN2	12.137485
SCRN3	3.862323
SCRT1	0.924191
SCRT2	8.506051
SCTR	3.092042
SCUBE1	5.932901
SCUBE2	8.508337
SCUBE3	10.267987
SCX	1.638936
SCYGR1	4.900694
SCYGR2	8.559131
SCYGR5	11.904323
SCYL1	2.583624
SCYL2	10.706362
SCYL3	7.645507
SDAD1	6.57495
SDC1	9.468804
SDC2	9.317835
SDC3	1.143435
SDC4	8.641342
SDCBP	3.562015
SDCBP2	11.011182
SDCCAG8	6.351174
SDE2	8.904321
SDF2	1.39751
SDF2L1	8.279078
SDF4	3.188118
SDHAF1	1.52136
SDHAF2	2.097336
SDHAF4	9.243059
SDHB	7.538956
SDHD	1.00009
SDK1	0.414936
SDK2	5.86256
SDR16C5	3.291715
SDR39U1	7.730096
SDR42E1	12.16541
SDR42E2	11.757941
SDR9C7	4.610933
SDS	9.923158
SDSL	3.063941
SEBOX	6.480999
SEC11A	1.345214
SEC11C	12.159049
SEC13	6.216784
SEC14L1	6.722136
SEC14L2	9.391251
SEC14L3	1.486582
SEC14L4	3.550467
SEC14L5	7.653234
SEC16A	3.721477
SEC16B	9.462074
SEC22A	5.600528
SEC22B	9.19709
SEC22C	0.881595
SEC23A	4.447521
SEC23B	1.389039
SEC23IP	11.113408
SEC24A	0.797394
SEC24B	10.068748
SEC24D	11.289615
SEC31A	1.274313
SEC31B	8.038565
SEC61A1	8.404289
SEC61A2	2.252602
SEC61G	10.447981
SEC62	10.397292
SEC63	1.032054
SECISBP2	10.453133
SECISBP2L	1.851101
SECTM1	7.153094
SEH1L	1.889988
SEL1L	8.987481
SEL1L2	6.962014
SEL1L3	7.938076
SELE	2.240557
SELENBP1	5.651836
SELENOF	5.696
SELENOH	0.338043
SELENOI	8.133415
SELENOK	8.714235
SELENOM	2.249696
SELENON	1.695086
SELENOO	4.809311
SELENOS	9.630727
SELENOT	11.124768
SELENOV	0.717835
SELENOW	1.463405
SELL	2.240367
SELP	1.544862
SELPLG	3.106136
SEM1	1.749181
SEMA3A	0.323344
SEMA3B	2.40159
SEMA3C	8.171655
SEMA3D	9.349791
SEMA3E	8.58872
SEMA3F	6.060716
SEMA3G	4.467864
SEMA4A	10.675958
SEMA4B	3.668929
SEMA4C	3.913562
SEMA4D	0.515882
SEMA4F	8.887251
SEMA4G	4.452476
SEMA5A	5.929831
SEMA5B	9.416275
SEMA6A	8.362951
SEMA6B	1.250197
SEMA6C	8.87025
SEMA6D	12.014608
SEMA7A	2.146758
SENP2	11.498664
SENP5	9.346179
SENP6	5.57402
SENP7	7.57867
SENP8	4.846403
SEPHS1	8.809053
SEPSECS	10.082213
SEPT1	8.179964
SEPT10	3.84711
SEPT11	9.163604
SEPT12	6.066233
SEPT14	2.920918
SEPT2	4.5722
SEPT4	3.210153
SEPT5	1.942549
SEPT6	7.398646
SEPT7	8.365484
SEPT8	3.300384
SEPT9	6.065807
SERAC1	10.190433
SERBP1	8.937017
SERF2	11.854152
SERGEF	10.810929
SERINC1	8.260319
SERINC2	9.113095
SERINC3	5.825233
SERINC4	8.236704
SERINC5	10.561981
SERP1	5.264862
SERP2	6.220321
SERPINA1	8.860406
SERPINA10	12.020395
SERPINA12	7.005522
SERPINA3	4.866463
SERPINA5	5.522347
SERPINA9	8.427109
SERPINB1	7.532031
SERPINB12	4.211101
SERPINB13	5.803359
SERPINB2	11.245034
SERPINB5	1.340018
SERPINB6	5.426269
SERPINB7	5.334243
SERPINB8	9.549625
SERPINB9	2.997219
SERPINC1	6.77239
SERPIND1	1.946749
SERPINE1	10.752069
SERPINE2	3.360876
SERPINE3	9.175073
SERPINF1	11.750998
SERPINF2	1.457143
SERPING1	10.453069
SERPINH1	0.394228
SERPINI1	9.373108
SERPINI2	7.983835
SERTAD1	1.981048
SERTAD2	0.35852
SERTAD3	7.457118
SERTAD4	0.843096
SERTM1	9.094034
SERTM2	9.906287
SESN1	9.832727
SESN2	0.262318
SESN3	7.312413
SESTD1	2.007834
SETBP1	2.275087
SETD1A	11.288121
SETD1B	1.576271
SETD2	5.042296
SETD3	10.971773
SETD4	1.970594
SETD5	2.579647
SETD6	7.461056
SETD7	10.6945
SETD9	3.274406
SETDB1	6.524015
SETDB2	6.844028
SETMAR	10.600646
SETX	3.441474
SEZ6	9.326295
SEZ6L	11.394885
SEZ6L2	10.282161
SF1	6.140385
SF3A1	2.04427
SF3A2	4.347291
SF3A3	8.473021
SF3B2	3.277848
SF3B3	1.110539
SF3B4	8.230083
SF3B5	4.314778
SF3B6	8.993297
SFI1	4.706403
SFMBT1	10.360082
SFMBT2	6.320129
SFN	0.396068
SFPQ	0.356304
SFR1	6.378586
SFRP1	11.652408
SFRP2	4.26822
SFRP4	6.305712
SFRP5	3.073733
SFSWAP	1.23348
SFT2D1	4.244961
SFT2D2	3.697578
SFT2D3	0.343523
SFTA2	7.860335
SFTA3	11.757671
SFTPB	0.379661
SFTPC	7.076684
SFXN1	2.155733
SFXN2	8.396849
SFXN3	3.074729
SFXN4	10.270584
SFXN5	5.446039
SGCA	11.605768
SGCB	11.01268
SGCD	4.712766
SGCE	9.692507
SGCG	5.854554
SGCZ	3.693256
SGF29	5.755062
SGIP1	1.337319
SGK1	8.015506
SGK2	8.756462
SGK3	9.127749
SGMS1	3.220005
SGMS2	11.596627
SGO1	8.732838
SGO2	6.350964
SGPL1	8.00526
SGPP1	11.700487
SGPP2	1.935389
SGSH	9.92503
SGSM1	3.227953
SGSM2	1.385484
SGSM3	9.879713
SGTA	10.280037
SGTB	1.99875
SH2B2	10.419696
SH2B3	0.648796
SH2D1A	0.252385
SH2D2A	4.059669
SH2D3A	11.390428
SH2D3C	7.771405
SH2D4A	6.780291
SH2D4B	8.818469
SH2D5	1.18271
SH2D7	11.442044
SH3BGR	11.288758
SH3BGRL	8.639409
SH3BGRL2	5.387138
SH3BGRL3	2.401486
SH3BP1	7.796823
SH3BP2	3.308981
SH3BP4	4.62079
SH3BP5	0.555881
SH3BP5L	4.585823
SH3D19	0.923716
SH3D21	10.438352
SH3GL1	12.118937
SH3GL2	9.75342
SH3GL3	3.626873
SH3GLB1	3.696733
SH3GLB2	11.895604
SH3KBP1	0.966685
SH3PXD2A	8.532872
SH3PXD2B	6.313506
SH3RF1	2.686233
SH3RF2	7.233714
SH3RF3	7.347225
SH3TC2	12.248977
SH3YL1	9.246891
SHANK1	3.260302
SHANK2	3.394705
SHANK3	9.485689
SHARPIN	7.134752
SHBG	3.640202
SHC1	1.784166
SHC3	12.070937
SHC4	1.871923
SHCBP1	9.759888
SHCBP1L	8.493111
SHD	12.211972
SHE	1.501584
SHF	5.583645
SHH	7.30945
SHISA2	8.676233
SHISA3	1.274029
SHISA4	8.423024
SHISA5	11.171349
SHISA6	10.514416
SHISA7	3.454768
SHISA8	1.496651
SHISA9	7.510288
SHISAL1	7.561477
SHISAL2A	10.346055
SHISAL2B	10.246613
SHKBP1	5.253185
SHLD1	6.359926
SHMT2	3.974391
SHOC1	10.270609
SHOC2	2.138559
SHOX2	0.487217
SHPRH	11.849518
SHQ1	4.141525
SHROOM1	9.603741
SHROOM2	10.290969
SHROOM3	7.161277
SHROOM4	9.664119
SHTN1	10.489267
SI	5.69012
SIAE	2.321269
SIAH1	3.751344
SIAH2	5.671505
SIAH3	7.292696
SIDT1	0.818648
SIDT2	7.092842
SIGIRR	0.868985
SIGLEC1	11.945169
SIGLEC10	1.021401
SIGLEC11	11.008218
SIGLEC12	11.301037
SIGLEC15	7.740555
SIGLEC6	2.225062
SIGLEC9	4.099701
SIGMAR1	11.329834
SIK2	3.302137
SIK3	4.775607
SIKE1	3.262777
SIL1	4.007858
SIM1	3.307377
SIM2	5.001124
SIMC1	3.888715
SIN3A	3.229474
SIN3B	5.28682
SINHCAF	3.635721
SIPA1	8.234039
SIPA1L1	1.941033
SIPA1L2	5.197265
SIPA1L3	2.706125
SIRPA	4.176314
SIRPB2	5.185501
SIRPG	10.421513
SIRT1	7.205785
SIRT2	5.067355
SIRT3	7.630242
SIRT4	10.613302
SIRT5	4.15789
SIRT7	1.76643
SIT1	1.666685
SIVA1	1.504016
SIX1	6.438273
SIX2	3.946442
SIX3	9.794214
SIX4	3.798412
SIX5	0.32957
SIX6	0.542375
SKA1	1.669444
SKA2	1.356508
SKA3	4.303255
SKAP1	1.757962
SKAP2	4.871008
SKI	5.765312
SKIDA1	9.272443
SKIL	4.62596
SKIV2L	2.352713
SKOR1	8.548276
SKOR2	2.596248
SKP1	0.57934
SKP2	1.941862
SLA	2.518372
SLA2	4.970416
SLAIN1	11.342869
SLAIN2	10.796917
SLAMF1	11.426759
SLAMF6	2.077237
SLAMF7	1.695839
SLAMF8	2.675892
SLAMF9	10.459339
SLBP	3.378145
SLC10A1	12.021593
SLC10A3	2.995836
SLC10A4	4.987115
SLC10A5	3.029231
SLC10A6	6.535576
SLC10A7	6.872033
SLC11A1	11.780502
SLC11A2	10.830873
SLC12A1	9.542927
SLC12A2	3.059773
SLC12A3	5.959433
SLC12A4	10.15521
SLC12A5	2.480542
SLC12A6	11.915061
SLC12A7	2.787271
SLC12A8	6.034604
SLC12A9	7.520955
SLC13A1	4.144536
SLC13A2	5.008463
SLC13A3	3.496828
SLC13A4	9.93146
SLC13A5	1.781905
SLC14A1	9.57833
SLC14A2	11.244225
SLC15A1	2.086737
SLC15A2	12.022872
SLC15A3	8.866883
SLC15A4	8.848556
SLC15A5	9.435446
SLC16A1	10.47338
SLC16A10	0.832144
SLC16A11	1.482953
SLC16A12	11.133355
SLC16A13	10.337118
SLC16A14	10.346043
SLC16A2	8.980484
SLC16A3	6.642807
SLC16A4	3.219501
SLC16A5	7.671526
SLC16A6	4.552735
SLC16A7	6.244797
SLC16A8	7.35769
SLC16A9	5.19761
SLC17A2	10.994606
SLC17A3	0.862337
SLC17A4	5.571474
SLC17A5	3.36992
SLC17A6	4.042101
SLC17A7	3.609054
SLC17A8	8.401365
SLC17A9	11.365025
SLC18A1	0.700832
SLC18A2	9.32829
SLC18A3	10.153164
SLC18B1	8.080828
SLC19A1	7.218591
SLC19A2	8.458771
SLC19A3	4.515342
SLC1A1	11.20488
SLC1A2	1.806484
SLC1A3	1.577816
SLC1A4	5.740648
SLC1A5	1.364583
SLC1A6	2.819388
SLC1A7	4.160983
SLC20A1	0.350993
SLC20A2	9.632883
SLC22A1	10.613564
SLC22A13	9.686336
SLC22A14	6.394622
SLC22A15	10.847484
SLC22A16	1.770374
SLC22A17	5.395524
SLC22A18	9.225392
SLC22A2	8.336437
SLC22A23	6.849612
SLC22A3	9.956128
SLC22A31	3.313196
SLC22A4	11.804058
SLC22A5	10.605681
SLC22A6	11.369926
SLC22A7	9.717856
SLC22A8	11.880276
SLC23A1	1.616997
SLC23A2	12.069211
SLC23A3	2.700137
SLC24A1	7.207665
SLC24A2	1.940305
SLC24A3	5.972926
SLC24A4	7.929712
SLC24A5	6.274375
SLC25A1	2.518493
SLC25A10	8.520967
SLC25A11	0.702844
SLC25A12	8.3936
SLC25A13	1.562342
SLC25A14	2.460435
SLC25A15	8.037368
SLC25A17	11.188606
SLC25A18	7.309886
SLC25A19	10.409118
SLC25A2	1.100734
SLC25A20	5.900056
SLC25A21	10.138707
SLC25A22	6.179097
SLC25A23	0.863528
SLC25A24	2.327256
SLC25A25	1.164545
SLC25A26	11.295084
SLC25A27	12.133904
SLC25A28	5.786526
SLC25A29	8.28761
SLC25A3	11.522307
SLC25A30	1.247889
SLC25A31	1.403545
SLC25A33	4.616926
SLC25A34	8.531729
SLC25A35	9.444449
SLC25A36	7.691927
SLC25A37	4.067938
SLC25A38	6.91439
SLC25A39	2.858166
SLC25A4	1.617238
SLC25A40	4.994711
SLC25A41	10.16066
SLC25A42	9.789827
SLC25A43	3.640406
SLC25A44	11.267031
SLC25A45	8.897787
SLC25A46	9.95298
SLC25A47	4.093962
SLC25A48	7.266927
SLC25A5	4.375469
SLC25A51	4.500028
SLC25A6	9.267135
SLC26A1	9.298649
SLC26A10	4.273932
SLC26A11	1.657912
SLC26A2	8.729962
SLC26A3	3.354068
SLC26A4	12.054502
SLC26A5	10.584491
SLC26A6	3.033694
SLC26A7	12.004154
SLC26A8	5.946104
SLC26A9	9.21338
SLC27A1	9.422764
SLC27A2	8.500015
SLC27A3	10.307819
SLC27A4	8.459747
SLC27A5	3.933746
SLC27A6	10.716167
SLC28A1	3.993976
SLC28A2	12.087656
SLC28A3	4.399585
SLC29A1	10.306324
SLC29A2	5.107364
SLC29A3	6.453525
SLC29A4	10.623234
SLC2A1	5.595811
SLC2A10	3.622763
SLC2A11	9.792484
SLC2A12	10.631829
SLC2A13	3.20065
SLC2A2	2.472194
SLC2A4	2.312017
SLC2A4RG	0.908365
SLC2A5	10.080361
SLC2A6	2.00471
SLC2A7	3.985941
SLC2A8	11.170717
SLC2A9	11.78822
SLC30A1	9.328267
SLC30A10	8.189689
SLC30A2	4.504736
SLC30A3	9.87101
SLC30A4	5.764499
SLC30A5	11.940504
SLC30A6	1.35909
SLC30A7	1.338643
SLC30A8	4.234684
SLC30A9	3.297139
SLC31A1	8.649981
SLC31A2	5.763496
SLC32A1	7.705891
SLC33A1	0.639214
SLC34A2	8.618155
SLC34A3	1.962936
SLC35A1	1.787924
SLC35A2	6.392485
SLC35A5	4.419257
SLC35B1	0.385492
SLC35B2	0.414799
SLC35B3	9.225808
SLC35B4	3.078361
SLC35C1	7.459281
SLC35C2	7.794931
SLC35D1	6.499414
SLC35D3	4.683854
SLC35E3	0.456177
SLC35E4	7.043847
SLC35F1	9.24446
SLC35F2	6.658986
SLC35F3	0.688819
SLC35F4	6.549676
SLC35F5	8.319262
SLC35F6	0.322822
SLC35G1	8.884907
SLC35G2	10.855936
SLC36A1	1.486647
SLC36A4	6.248546
SLC37A1	2.244178
SLC37A2	3.356548
SLC37A3	11.993666
SLC37A4	8.229275
SLC38A1	10.020756
SLC38A10	5.271458
SLC38A11	1.203761
SLC38A2	10.794492
SLC38A3	9.965815
SLC38A4	9.536626
SLC38A5	6.172157
SLC38A6	5.288932
SLC38A7	8.506163
SLC38A8	11.917805
SLC38A9	9.485044
SLC39A1	10.293994
SLC39A10	5.53039
SLC39A11	3.906534
SLC39A12	6.169598
SLC39A13	9.998468
SLC39A14	1.377808
SLC39A2	9.206867
SLC39A3	5.57412
SLC39A4	1.141871
SLC39A5	2.093366
SLC39A6	1.598828
SLC39A7	1.504716
SLC39A8	7.130088
SLC39A9	8.40132
SLC3A1	9.567197
SLC3A2	5.195795
SLC40A1	1.007047
SLC41A1	8.98642
SLC41A2	6.928649
SLC41A3	0.8791
SLC43A1	7.518099
SLC43A2	8.169826
SLC43A3	8.066806
SLC44A1	2.672327
SLC44A3	7.171969
