Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
ENSMFAG00000062335					
ENSMFAG00000025314	IDNK	ENSG00000148057	IDNK	ortholog_one2one	1
ENSMFAG00000058501					
ENSMFAG00000053002					
ENSMFAG00000048371					
ENSMFAG00000052370					
ENSMFAG00000044103	SIGMAR1	ENSG00000147955	SIGMAR1	ortholog_one2one	1
ENSMFAG00000059899					
ENSMFAG00000048615					
ENSMFAG00000031376	LSM12	ENSG00000161654	LSM12	ortholog_one2one	1
ENSMFAG00000064105					
ENSMFAG00000035913	MINK1	ENSG00000141503	MINK1	ortholog_one2one	1
ENSMFAG00000062272					
ENSMFAG00000037355		ENSG00000107130	NCS1	ortholog_one2one	0
ENSMFAG00000051109					
ENSMFAG00000061571	Metazoa_SRP				
ENSMFAG00000059568					
ENSMFAG00000053980					
ENSMFAG00000042551					
ENSMFAG00000001134	G6PC3	ENSG00000141349	G6PC3	ortholog_one2one	1
ENSMFAG00000050814	Metazoa_SRP				
ENSMFAG00000057004					
ENSMFAG00000045857					
ENSMFAG00000044891					
ENSMFAG00000048750		ENSG00000176749	CDK5R1	ortholog_one2one	0
ENSMFAG00000061666					
ENSMFAG00000051139					
ENSMFAG00000038758	SERPINF2	ENSG00000167711	SERPINF2	ortholog_one2one	1
ENSMFAG00000043507		ENSG00000168961	LGALS9	ortholog_many2many	0
ENSMFAG00000043507		ENSG00000171916	LGALS9C	ortholog_many2many	1
ENSMFAG00000043507		ENSG00000170298	LGALS9B	ortholog_many2many	1
ENSMFAG00000030681		ENSG00000230246	SPATA31C1	ortholog_many2many	1
ENSMFAG00000030681		ENSG00000177910	SPATA31C2	ortholog_many2many	0
ENSMFAG00000030681		ENSG00000204849	SPATA31A1	ortholog_many2many	1
ENSMFAG00000030681		ENSG00000276040	SPATA31A7	ortholog_many2many	0
ENSMFAG00000030681		ENSG00000275969	SPATA31A3	ortholog_many2many	0
ENSMFAG00000030681		ENSG00000276581	SPATA31A5	ortholog_many2many	1
ENSMFAG00000030681		ENSG00000185775	SPATA31A6	ortholog_many2many	0
ENSMFAG00000052173	U6				
ENSMFAG00000044879	RNF43	ENSG00000108375	RNF43	ortholog_one2one	1
ENSMFAG00000044326	WDR12	ENSG00000138442	WDR12	ortholog_one2one	1
ENSMFAG00000064350					
ENSMFAG00000038703	UBQLN1	ENSG00000135018	UBQLN1	ortholog_one2one	1
ENSMFAG00000000089	LCN10	ENSG00000187922	LCN10	ortholog_one2one	1
ENSMFAG00000051067					
ENSMFAG00000047285					
ENSMFAG00000060168					
ENSMFAG00000063404					
ENSMFAG00000009677	Metazoa_SRP				
ENSMFAG00000055921	U6	ENSG00000201243	RNU6-654P	ortholog_one2one	1
ENSMFAG00000064069					
ENSMFAG00000002391					
ENSMFAG00000040410	5S_rRNA	ENSG00000201931	RNA5SP172	ortholog_one2one	0
ENSMFAG00000003182	DCTN3	ENSG00000137100	DCTN3	ortholog_one2one	1
ENSMFAG00000055017					
ENSMFAG00000061208					
ENSMFAG00000033021	MYO1D	ENSG00000176658	MYO1D	ortholog_one2one	1
ENSMFAG00000031841	NKIRAS2	ENSG00000168256	NKIRAS2	ortholog_one2one	1
ENSMFAG00000002304	GKAP1	ENSG00000165113	GKAP1	ortholog_one2one	1
ENSMFAG00000044409	SERPINF1	ENSG00000132386	SERPINF1	ortholog_one2one	1
ENSMFAG00000047986					
ENSMFAG00000033846		ENSG00000275302	CCL4	ortholog_many2many	1
ENSMFAG00000033846		ENSG00000276070	CCL4L2	ortholog_many2many	0
ENSMFAG00000040157		ENSG00000185742	C11orf87	ortholog_one2one	0
ENSMFAG00000005898	SNORA17	ENSG00000281808		ortholog_one2one	1
ENSMFAG00000045947	GPR107	ENSG00000148358	GPR107	ortholog_one2one	1
ENSMFAG00000065451					
ENSMFAG00000062468		ENSG00000277632	CCL3	ortholog_many2many	1
ENSMFAG00000062468		ENSG00000276085	CCL3L3	ortholog_many2many	0
ENSMFAG00000059839	Metazoa_SRP				
ENSMFAG00000064100					
ENSMFAG00000015136	SNORA43	ENSG00000280496	SNORA17B	ortholog_one2one	1
ENSMFAG00000040075	FOCAD	ENSG00000188352	FOCAD	ortholog_one2one	1
ENSMFAG00000065778	Metazoa_SRP				
ENSMFAG00000029077		ENSG00000164967	RPP25L	ortholog_one2many	1
ENSMFAG00000030053					
ENSMFAG00000052805					
ENSMFAG00000045811	DIPK1B	ENSG00000165716	DIPK1B	ortholog_one2one	1
ENSMFAG00000032240	SMYD4	ENSG00000186532	SMYD4	ortholog_one2one	1
ENSMFAG00000052977					
ENSMFAG00000053005	Metazoa_SRP				
ENSMFAG00000003856	SUPT4H1	ENSG00000213246	SUPT4H1	ortholog_one2one	1
ENSMFAG00000042636	CARF	ENSG00000138380	CARF	ortholog_one2one	1
ENSMFAG00000060247					
ENSMFAG00000000687	MYL9	ENSG00000101335	MYL9	ortholog_one2one	1
ENSMFAG00000056637	U6	ENSG00000277341	RNU6-489P	ortholog_many2many	0
ENSMFAG00000056637	U6	ENSG00000277029	RNU6-1192P	ortholog_many2many	0
ENSMFAG00000044338	ZNF385C	ENSG00000187595	ZNF385C	ortholog_one2one	1
ENSMFAG00000054933					
ENSMFAG00000055833					
ENSMFAG00000009318	U4	ENSG00000274197	U4	ortholog_one2one	1
ENSMFAG00000051435					
ENSMFAG00000006156	Y_RNA	ENSG00000201178	Y_RNA	ortholog_one2one	1
ENSMFAG00000059147					
ENSMFAG00000037710	CNTFR	ENSG00000122756	CNTFR	ortholog_one2one	1
ENSMFAG00000044635		ENSG00000196873	ZNG1C	ortholog_one2many	1
ENSMFAG00000044635		ENSG00000147996	ZNG1E	ortholog_one2many	1
ENSMFAG00000044635		ENSG00000215126	ZNG1F	ortholog_one2many	1
ENSMFAG00000036138	RPA1	ENSG00000132383	RPA1	ortholog_one2one	1
ENSMFAG00000048303	Metazoa_SRP				
ENSMFAG00000034214	AGPAT2	ENSG00000169692	AGPAT2	ortholog_one2one	1
ENSMFAG00000042068	ZC3H12C	ENSG00000149289	ZC3H12C	ortholog_one2one	1
ENSMFAG00000032873	MTCL2	ENSG00000149639	MTCL2	ortholog_one2one	1
ENSMFAG00000033072	ST14	ENSG00000149418	ST14	ortholog_one2one	1
ENSMFAG00000058420	Metazoa_SRP				
ENSMFAG00000043137	HDAC5	ENSG00000108840	HDAC5	ortholog_one2one	1
ENSMFAG00000047278					
ENSMFAG00000004326	MIR4736	ENSG00000264399	MIR4736	ortholog_one2one	1
ENSMFAG00000000693	TMEM98	ENSG00000006042	TMEM98	ortholog_one2one	1
ENSMFAG00000052896	C17orf113	ENSG00000267221	C17orf113	ortholog_one2one	1
ENSMFAG00000015527	MIR142	ENSG00000284353	MIR142	ortholog_one2one	1
ENSMFAG00000041308	KIF27	ENSG00000165115	KIF27	ortholog_one2one	1
ENSMFAG00000043260	AKAP10	ENSG00000108599	AKAP10	ortholog_one2one	1
ENSMFAG00000047289	Metazoa_SRP				
ENSMFAG00000030164	ZNF658	ENSG00000274349	ZNF658	ortholog_one2one	1
ENSMFAG00000051334					
ENSMFAG00000011644	Metazoa_SRP	ENSG00000242509	RN7SL156P	ortholog_one2one	1
ENSMFAG00000062530	Metazoa_SRP				
ENSMFAG00000014880	Y_RNA	ENSG00000223188	Y_RNA	ortholog_one2one	1
ENSMFAG00000064172					
ENSMFAG00000061642	Metazoa_SRP				
ENSMFAG00000047209					
ENSMFAG00000051591					
ENSMFAG00000054369					
ENSMFAG00000038882	TLDC2	ENSG00000101342	TLDC2	ortholog_one2one	1
ENSMFAG00000014892	MIR126	ENSG00000199161	MIR126	ortholog_one2one	1
ENSMFAG00000034530	DHX58	ENSG00000108771	DHX58	ortholog_one2one	1
ENSMFAG00000060150					
ENSMFAG00000042091	RTN4RL1	ENSG00000185924	RTN4RL1	ortholog_one2one	1
ENSMFAG00000043021	EGFL7	ENSG00000172889	EGFL7	ortholog_one2one	1
ENSMFAG00000057171					
ENSMFAG00000062002					
ENSMFAG00000048254	Metazoa_SRP				
ENSMFAG00000054007					
ENSMFAG00000048590					
ENSMFAG00000001727	SPACA3	ENSG00000141316	SPACA3	ortholog_one2one	1
ENSMFAG00000054890					
ENSMFAG00000063583					
ENSMFAG00000054181					
ENSMFAG00000054905					
ENSMFAG00000042932	DNAI1	ENSG00000122735	DNAI1	ortholog_one2one	1
ENSMFAG00000065105	Metazoa_SRP				
ENSMFAG00000065741					
ENSMFAG00000041004	TNS1	ENSG00000079308	TNS1	ortholog_one2one	1
ENSMFAG00000048482					
ENSMFAG00000054535	U6	ENSG00000277341	RNU6-489P	ortholog_many2many	0
ENSMFAG00000054535	U6	ENSG00000277029	RNU6-1192P	ortholog_many2many	0
ENSMFAG00000036597	SAMHD1	ENSG00000101347	SAMHD1	ortholog_one2one	1
ENSMFAG00000000688	NOTCH1	ENSG00000148400	NOTCH1	ortholog_one2one	1
ENSMFAG00000032529	NBEAL1	ENSG00000144426	NBEAL1	ortholog_one2one	1
ENSMFAG00000047945					
ENSMFAG00000062822					
ENSMFAG00000040507	KAT2A	ENSG00000108773	KAT2A	ortholog_one2one	1
ENSMFAG00000038275	ZBTB44	ENSG00000196323	ZBTB44	ortholog_one2one	1
ENSMFAG00000048225					
ENSMFAG00000032128	TSPOAP1	ENSG00000005379	TSPOAP1	ortholog_one2one	1
ENSMFAG00000002532		ENSG00000230246	SPATA31C1	ortholog_many2many	0
ENSMFAG00000002532		ENSG00000177910	SPATA31C2	ortholog_many2many	1
ENSMFAG00000002532		ENSG00000204849	SPATA31A1	ortholog_many2many	1
ENSMFAG00000002532		ENSG00000276040	SPATA31A7	ortholog_many2many	1
ENSMFAG00000002532		ENSG00000275969	SPATA31A3	ortholog_many2many	1
ENSMFAG00000002532		ENSG00000276581	SPATA31A5	ortholog_many2many	0
ENSMFAG00000002532		ENSG00000185775	SPATA31A6	ortholog_many2many	1
ENSMFAG00000062751					
ENSMFAG00000056553					
ENSMFAG00000029444	SNORA1	ENSG00000202059		ortholog_one2one	1
ENSMFAG00000041147	QNG1	ENSG00000165118	QNG1	ortholog_one2one	1
ENSMFAG00000037758					
ENSMFAG00000052236	Metazoa_SRP				
ENSMFAG00000043404	FAM219A	ENSG00000164970	FAM219A	ortholog_one2one	1
ENSMFAG00000031656	RDX	ENSG00000137710	RDX	ortholog_one2one	1
ENSMFAG00000065796					
ENSMFAG00000052600	U3	ENSG00000212434	U3	ortholog_one2one	0
ENSMFAG00000008213	Metazoa_SRP	ENSG00000272412	RN7SL778P	ortholog_one2one	1
ENSMFAG00000039627	RAB5C	ENSG00000108774	RAB5C	ortholog_one2one	1
ENSMFAG00000046413	DPH1	ENSG00000108963	DPH1	ortholog_one2one	1
ENSMFAG00000007668	ASIC2	ENSG00000108684	ASIC2	ortholog_one2one	1
ENSMFAG00000005812		ENSG00000106714	CNTNAP3	ortholog_one2many	1
ENSMFAG00000005812		ENSG00000154529	CNTNAP3B	ortholog_one2many	1
ENSMFAG00000005812		ENSG00000283378	CNTNAP3C	ortholog_one2many	0
ENSMFAG00000030714	RBL1	ENSG00000080839	RBL1	ortholog_one2one	1
ENSMFAG00000058573					
ENSMFAG00000062159					
ENSMFAG00000042440	FNBP1	ENSG00000187239	FNBP1	ortholog_one2one	1
ENSMFAG00000046012	SPMIP6	ENSG00000164972	SPMIP6	ortholog_one2one	1
ENSMFAG00000042755	HNRNPK	ENSG00000165119	HNRNPK	ortholog_one2one	1
ENSMFAG00000003215	KCNH4	ENSG00000089558	KCNH4	ortholog_one2one	1
ENSMFAG00000038449	ADAMTS8	ENSG00000134917	ADAMTS8	ortholog_one2one	1
ENSMFAG00000036924	CYP20A1	ENSG00000119004	CYP20A1	ortholog_one2one	1
ENSMFAG00000000833	CHRNE	ENSG00000108556	CHRNE	ortholog_one2one	1
ENSMFAG00000052935	HCRT	ENSG00000161610	HCRT	ortholog_one2one	1
ENSMFAG00000031567	SEC16A	ENSG00000148396	SEC16A	ortholog_one2one	1
ENSMFAG00000047768					
ENSMFAG00000005791	Y_RNA	ENSG00000207032	Y_RNA	ortholog_one2one	1
ENSMFAG00000001371	GHDC	ENSG00000167925	GHDC	ortholog_one2one	1
ENSMFAG00000038404	MYORG	ENSG00000164976	MYORG	ortholog_one2one	1
ENSMFAG00000010410	MIR132	ENSG00000267200	MIR132	ortholog_one2one	1
ENSMFAG00000009495	ADAMTS15	ENSG00000166106	ADAMTS15	ortholog_one2one	1
ENSMFAG00000054177					
ENSMFAG00000040444	MIR7-1	ENSG00000284179	MIR7-1	ortholog_one2one	1
ENSMFAG00000054700					
ENSMFAG00000018523	MIR212	ENSG00000267195	MIR212	ortholog_one2one	1
ENSMFAG00000055539					
ENSMFAG00000003590					
ENSMFAG00000020994	Metazoa_SRP	ENSG00000276522	RN7SL462P	ortholog_one2many	1
ENSMFAG00000020994	Metazoa_SRP	ENSG00000278825	RN7SL640P	ortholog_one2many	1
ENSMFAG00000020994	Metazoa_SRP	ENSG00000273717	RN7SL343P	ortholog_one2many	1
ENSMFAG00000020994	Metazoa_SRP	ENSG00000274852	RN7SL422P	ortholog_one2many	1
ENSMFAG00000013223	RMI1	ENSG00000178966	RMI1	ortholog_one2one	1
ENSMFAG00000062173					
ENSMFAG00000060919					
ENSMFAG00000039761	FDX1	ENSG00000137714	FDX1	ortholog_one2one	1
ENSMFAG00000048556					
ENSMFAG00000063531					
ENSMFAG00000053355	Metazoa_SRP				
ENSMFAG00000065390					
ENSMFAG00000032361	STAT5B	ENSG00000173757	STAT5B	ortholog_one2one	1
ENSMFAG00000063628					
ENSMFAG00000037340	NUDT2	ENSG00000164978	NUDT2	ortholog_one2one	1
ENSMFAG00000058584					
ENSMFAG00000056687					
ENSMFAG00000063949	Metazoa_SRP				
ENSMFAG00000050314					
ENSMFAG00000055235					
ENSMFAG00000064082	Metazoa_SRP				
ENSMFAG00000060866	FAM240B	ENSG00000283329	FAM240B	ortholog_one2one	1
ENSMFAG00000051381					
ENSMFAG00000065639					
ENSMFAG00000030407	MPO	ENSG00000005381	MPO	ortholog_one2one	1
ENSMFAG00000061346					
ENSMFAG00000059870					
ENSMFAG00000022273	U6	ENSG00000252725	RNU6-765P	ortholog_one2one	1
ENSMFAG00000049785					
ENSMFAG00000041031	MROH8	ENSG00000101353	MROH8	ortholog_one2one	1
ENSMFAG00000062878					
ENSMFAG00000038676	SLC25A11	ENSG00000108528	SLC25A11	ortholog_one2one	1
ENSMFAG00000039289					
ENSMFAG00000053189					
ENSMFAG00000054541					
ENSMFAG00000003710	SLC28A3	ENSG00000197506	SLC28A3	ortholog_one2one	1
ENSMFAG00000041854	KIF24	ENSG00000186638	KIF24	ortholog_one2one	1
ENSMFAG00000059433					
ENSMFAG00000003394	SMG6	ENSG00000070366	SMG6	ortholog_one2one	1
ENSMFAG00000059810	Metazoa_SRP				
ENSMFAG00000020904	STAT5A	ENSG00000126561	STAT5A	ortholog_one2one	1
ENSMFAG00000053406	CCL2	ENSG00000108691	CCL2	ortholog_one2one	1
ENSMFAG00000059348	Metazoa_SRP				
ENSMFAG00000063142		ENSG00000180071	ANKRD18A	ortholog_one2one	0
ENSMFAG00000043028	GNA14	ENSG00000156049	GNA14	ortholog_one2one	1
ENSMFAG00000031286	ABI2	ENSG00000138443	ABI2	ortholog_one2one	1
ENSMFAG00000059781	Metazoa_SRP				
ENSMFAG00000045131	PGM5	ENSG00000154330	PGM5	ortholog_one2one	1
ENSMFAG00000036507	ARHGAP20	ENSG00000137727	ARHGAP20	ortholog_one2one	1
ENSMFAG00000058138	Metazoa_SRP				
ENSMFAG00000003849	SNX19	ENSG00000120451	SNX19	ortholog_one2one	1
ENSMFAG00000009975	U2	ENSG00000222426	RNU2-50P	ortholog_one2one	1
ENSMFAG00000037685	LPO	ENSG00000167419	LPO	ortholog_one2one	1
ENSMFAG00000048630	Metazoa_SRP				
ENSMFAG00000060938	Metazoa_SRP				
ENSMFAG00000031903	CCL7	ENSG00000108688	CCL7	ortholog_one2one	1
ENSMFAG00000056629					
ENSMFAG00000056127		ENSG00000071082	RPL31	ortholog_one2many	0
ENSMFAG00000022869	SNORA30	ENSG00000202189	SNORA30B	ortholog_one2one	1
ENSMFAG00000038775					
ENSMFAG00000055957					
ENSMFAG00000050107	Metazoa_SRP				
ENSMFAG00000065620	Metazoa_SRP				
ENSMFAG00000060137	CCL11	ENSG00000172156	CCL11	ortholog_one2one	1
ENSMFAG00000009257	MIR491	ENSG00000207609	MIR491	ortholog_one2one	1
ENSMFAG00000057827	Metazoa_SRP				
ENSMFAG00000039590	RNF167	ENSG00000108523	RNF167	ortholog_one2one	1
ENSMFAG00000061260					
ENSMFAG00000056937					
ENSMFAG00000048984	Metazoa_SRP				
ENSMFAG00000001047	HROB	ENSG00000125319	HROB	ortholog_one2one	1
ENSMFAG00000060559					
ENSMFAG00000054387					
ENSMFAG00000008501	5_8S_rRNA				
ENSMFAG00000058618	U6	ENSG00000252721	RNU6-798P	ortholog_one2many	1
ENSMFAG00000062896	TMEM252	ENSG00000181778	TMEM252	ortholog_one2one	1
ENSMFAG00000002592	INPP5E	ENSG00000148384	INPP5E	ortholog_one2one	1
ENSMFAG00000049166		ENSG00000134056	KGD4	ortholog_one2many	1
ENSMFAG00000060062					
ENSMFAG00000032310	UBAP1	ENSG00000165006	UBAP1	ortholog_one2one	1
ENSMFAG00000042683	SRR	ENSG00000167720	SRR	ortholog_one2one	1
ENSMFAG00000030858	RPN2	ENSG00000118705	RPN2	ortholog_one2one	1
ENSMFAG00000035108	U6	ENSG00000252943	RNU6-264P	ortholog_one2one	1
ENSMFAG00000040315	SPECC1	ENSG00000128487	SPECC1	ortholog_one2one	1
ENSMFAG00000041874	CCL8	ENSG00000108700	CCL8	ortholog_one2one	1
ENSMFAG00000054315	Metazoa_SRP				
ENSMFAG00000003921	GNAQ	ENSG00000156052	GNAQ	ortholog_one2one	1
ENSMFAG00000007863	SCARNA8	ENSG00000251733	SCARNA8	ortholog_one2one	1
ENSMFAG00000045520	PFN1	ENSG00000108518	PFN1	ortholog_one2one	1
ENSMFAG00000001850	USP20	ENSG00000136878	USP20	ortholog_one2one	1
ENSMFAG00000040992	STAT3	ENSG00000168610	STAT3	ortholog_one2one	1
ENSMFAG00000019462	Metazoa_SRP	ENSG00000242673	RN7SL167P	ortholog_one2one	1
ENSMFAG00000001884	PMPCA	ENSG00000165688	PMPCA	ortholog_one2one	1
ENSMFAG00000030433	RRAGA	ENSG00000155876	RRAGA	ortholog_one2one	1
ENSMFAG00000032286	ASB16	ENSG00000161664	ASB16	ortholog_one2one	1
ENSMFAG00000035644	CTSV	ENSG00000136943	CTSV	ortholog_one2one	1
ENSMFAG00000036142	MLLT3	ENSG00000171843	MLLT3	ortholog_one2one	1
ENSMFAG00000002834	CCL13	ENSG00000181374	CCL13	ortholog_one2one	1
ENSMFAG00000045094	NTRK2	ENSG00000148053	NTRK2	ortholog_one2one	1
ENSMFAG00000049890	Y_RNA	ENSG00000252250	Y_RNA	ortholog_one2one	0
ENSMFAG00000056118					
ENSMFAG00000061233					
ENSMFAG00000036643	CCL1	ENSG00000108702	CCL1	ortholog_one2one	1
ENSMFAG00000000158	SAXO1	ENSG00000155875	SAXO1	ortholog_one2one	1
ENSMFAG00000021330	TSR1	ENSG00000167721	TSR1	ortholog_one2one	1
ENSMFAG00000002254	MKS1	ENSG00000011143	MKS1	ortholog_one2one	1
ENSMFAG00000049384					
ENSMFAG00000058921					
ENSMFAG00000043169	TMUB2	ENSG00000168591	TMUB2	ortholog_one2one	1
ENSMFAG00000053592					
ENSMFAG00000052768		ENSG00000177469	CAVIN1	ortholog_one2one	0
ENSMFAG00000056619	Metazoa_SRP				
ENSMFAG00000003333					
ENSMFAG00000065595					
ENSMFAG00000062442					
ENSMFAG00000032008	SPAG7	ENSG00000091640	SPAG7	ortholog_one2one	1
ENSMFAG00000040249	ENTR1	ENSG00000165689	ENTR1	ortholog_one2one	1
ENSMFAG00000044135	NTM	ENSG00000182667	NTM	ortholog_one2one	1
ENSMFAG00000048480					
ENSMFAG00000047236					
ENSMFAG00000024506	U7	ENSG00000238704	RNU7-97P	ortholog_one2one	1
ENSMFAG00000050009					
ENSMFAG00000006006	U6	ENSG00000212186	RNU6-258P	ortholog_one2one	1
ENSMFAG00000044486	GHRH	ENSG00000118702	GHRH	ortholog_one2one	1
ENSMFAG00000055042	Metazoa_SRP				
ENSMFAG00000006858	U6	ENSG00000252971	RNU6-1057P	ortholog_one2one	1
ENSMFAG00000057864					
ENSMFAG00000038660	TOR1A	ENSG00000136827	TOR1A	ortholog_one2one	1
ENSMFAG00000004542	SNORD91				
ENSMFAG00000034174	POU2AF2	ENSG00000150750	POU2AF2	ortholog_one2one	1
ENSMFAG00000049513					
ENSMFAG00000004436	SNORD91				
ENSMFAG00000038711	PIP5K1B	ENSG00000107242	PIP5K1B	ortholog_one2one	1
ENSMFAG00000029454	MANBAL	ENSG00000101363	MANBAL	ortholog_one2one	1
ENSMFAG00000003714	ZNF782	ENSG00000196597	ZNF782	ortholog_one2one	1
ENSMFAG00000003913	SNAPC4	ENSG00000165684	SNAPC4	ortholog_one2one	1
ENSMFAG00000017420	U4	ENSG00000222202	RNU4-26P	ortholog_one2one	1
ENSMFAG00000002538	TMEM132E	ENSG00000181291	TMEM132E	ortholog_one2one	1
ENSMFAG00000036190	DCAF12	ENSG00000198876	DCAF12	ortholog_one2one	1
ENSMFAG00000051544					
ENSMFAG00000012154	ZNF510	ENSG00000081386	ZNF510	ortholog_one2one	1
ENSMFAG00000045806	EPX	ENSG00000121053	EPX	ortholog_one2one	1
ENSMFAG00000001591	ATXN7L3	ENSG00000087152	ATXN7L3	ortholog_one2one	1
ENSMFAG00000059186	Metazoa_SRP				
ENSMFAG00000032120	SRC	ENSG00000197122	SRC	ortholog_one2one	1
ENSMFAG00000042640	ADAMTSL1	ENSG00000178031	ADAMTSL1	ortholog_one2one	1
ENSMFAG00000043291		ENSG00000214290	POU2AF3	ortholog_one2one	0
ENSMFAG00000052698	OR4D2	ENSG00000255713	OR4D2	ortholog_one2one	1
ENSMFAG00000040508	CARD9	ENSG00000187796	CARD9	ortholog_one2one	1
ENSMFAG00000053521	PRXL2C	ENSG00000158122	PRXL2C	ortholog_one2one	1
ENSMFAG00000031682	SLC24A2	ENSG00000155886	SLC24A2	ortholog_one2one	1
ENSMFAG00000027046	OR4D1	ENSG00000141194	OR4D1	ortholog_one2one	1
ENSMFAG00000009940	ATP6V0A1	ENSG00000033627	ATP6V0A1	ortholog_one2one	1
ENSMFAG00000045478	DYNLL2	ENSG00000264364	DYNLL2	ortholog_one2one	1
ENSMFAG00000046247	TOR1B	ENSG00000136816	TOR1B	ortholog_one2one	1
ENSMFAG00000051163					
ENSMFAG00000000668					
ENSMFAG00000064855					
ENSMFAG00000005317	U6atac				
ENSMFAG00000057210		ENSG00000137073	UBAP2	ortholog_one2many	0
ENSMFAG00000062175	Metazoa_SRP				
ENSMFAG00000051839					
ENSMFAG00000050359	Metazoa_SRP				
ENSMFAG00000061664					
ENSMFAG00000045519	DNLZ	ENSG00000213221	DNLZ	ortholog_one2one	1
ENSMFAG00000049285					
ENSMFAG00000061978					
ENSMFAG00000057810					
ENSMFAG00000042921	POU2AF1	ENSG00000110777	POU2AF1	ortholog_one2one	1
ENSMFAG00000064140					
ENSMFAG00000000154	SGSM2	ENSG00000141258	SGSM2	ortholog_one2one	1
ENSMFAG00000054361	Metazoa_SRP				
ENSMFAG00000062282					
ENSMFAG00000062489					
ENSMFAG00000056280	SNORD121A	ENSG00000238886	SNORD121A	ortholog_one2many	1
ENSMFAG00000050109	BLCAP	ENSG00000166619	BLCAP	ortholog_one2one	1
ENSMFAG00000062183					
ENSMFAG00000003148		ENSG00000173166	RAPH1	ortholog_one2many	0
ENSMFAG00000053451					
ENSMFAG00000041085					
ENSMFAG00000040003	SRSF1	ENSG00000136450	SRSF1	ortholog_one2one	1
ENSMFAG00000038160	PTGES	ENSG00000148344	PTGES	ortholog_one2one	1
ENSMFAG00000040456	U2	ENSG00000253099	RNU2-60P	ortholog_one2one	0
ENSMFAG00000059232					
ENSMFAG00000056075					
ENSMFAG00000039567		ENSG00000137073	UBAP2	ortholog_one2many	0
ENSMFAG00000038145	CCT6B	ENSG00000132141	CCT6B	ortholog_one2one	1
ENSMFAG00000062301					
ENSMFAG00000065743		ENSG00000053438	NNAT	ortholog_one2one	0
ENSMFAG00000041241	UBTF	ENSG00000108312	UBTF	ortholog_one2one	1
ENSMFAG00000055906					
ENSMFAG00000058614	SNORD121A	ENSG00000238886	SNORD121A	ortholog_one2many	1
ENSMFAG00000023050	CEP78	ENSG00000148019	CEP78	ortholog_one2one	1
ENSMFAG00000051448					
ENSMFAG00000061112	PRRX2	ENSG00000167157	PRRX2	ortholog_one2one	1
ENSMFAG00000015347	SNORD121A	ENSG00000238300	SNORD121B	ortholog_one2many	1
ENSMFAG00000037626					
ENSMFAG00000040736	GPSM1	ENSG00000160360	GPSM1	ortholog_one2one	1
ENSMFAG00000036753	BTG4	ENSG00000137707	BTG4	ortholog_one2one	1
ENSMFAG00000003867	ACER2	ENSG00000177076	ACER2	ortholog_one2one	1
ENSMFAG00000056652					
ENSMFAG00000037095	OPCML	ENSG00000183715	OPCML	ortholog_one2one	1
ENSMFAG00000039206	NAGLU	ENSG00000108784	NAGLU	ortholog_one2one	1
ENSMFAG00000058892					
ENSMFAG00000056517	U4atac				
ENSMFAG00000054961	Metazoa_SRP				
ENSMFAG00000055953	Y_RNA	ENSG00000200834	Y_RNA	ortholog_one2many	1
ENSMFAG00000058603	Metazoa_SRP				
ENSMFAG00000049067					
ENSMFAG00000016072	MIR34C	ENSG00000207562	MIR34C	ortholog_one2one	1
ENSMFAG00000058959	Metazoa_SRP				
ENSMFAG00000007597	ASB6	ENSG00000148331	ASB6	ortholog_one2one	1
ENSMFAG00000063939	U4atac				
ENSMFAG00000030629	HSD17B1	ENSG00000108786	HSD17B1	ortholog_one2one	1
ENSMFAG00000055066					
ENSMFAG00000002811	VEZF1	ENSG00000136451	VEZF1	ortholog_one2one	1
ENSMFAG00000062871	Y_RNA	ENSG00000200834	Y_RNA	ortholog_one2many	1
ENSMFAG00000034124	HABP4	ENSG00000130956	HABP4	ortholog_one2one	1
ENSMFAG00000057885					
ENSMFAG00000003964	COASY	ENSG00000068120	COASY	ortholog_one2one	1
ENSMFAG00000044377	RPS6	ENSG00000137154	RPS6	ortholog_one2one	1
ENSMFAG00000036781	HOATZ	ENSG00000183644	HOATZ	ortholog_one2one	1
ENSMFAG00000047161	snoU13				
ENSMFAG00000058034	NTMT1	ENSG00000148335	NTMT1	ortholog_one2one	1
ENSMFAG00000027628					
ENSMFAG00000045863	CTNNBL1	ENSG00000132792	CTNNBL1	ortholog_one2one	1
ENSMFAG00000060282					
ENSMFAG00000034135	CUEDC1	ENSG00000180891	CUEDC1	ortholog_one2one	1
ENSMFAG00000061834					
ENSMFAG00000035257					
ENSMFAG00000060138	U2				
ENSMFAG00000047578					
ENSMFAG00000056608	ZNF367	ENSG00000165244	ZNF367	ortholog_one2one	1
ENSMFAG00000051114	U6	ENSG00000207000	RNU6-820P	ortholog_one2one	1
ENSMFAG00000047741					
ENSMFAG00000053891					
ENSMFAG00000030376	PRKACG	ENSG00000165059	PRKACG	ortholog_one2one	1
ENSMFAG00000002338	SPATA19	ENSG00000166118	SPATA19	ortholog_one2one	1
ENSMFAG00000040117	NOL6	ENSG00000165271	NOL6	ortholog_one2one	1
ENSMFAG00000062262	Metazoa_SRP				
ENSMFAG00000031639	MRPS23	ENSG00000181610	MRPS23	ortholog_one2one	1
ENSMFAG00000045734					
