GeneID,Gene.name,Gene.type,M20,M4
ENSMFAG00000039295,LRRC32,protein_coding,lightyellow,M3
ENSMFAG00000039301,EVPL,protein_coding,blue,M3
ENSMFAG00000039302,ANKRD2,protein_coding,yellow,M3
ENSMFAG00000039317,PKMYT1,protein_coding,blue,M3
ENSMFAG00000039319,FAM131B,protein_coding,blue,M3
ENSMFAG00000039334,SLC29A2,protein_coding,blue,M3
ENSMFAG00000039344,WIPI1,protein_coding,blue,M3
ENSMFAG00000039350,GMPS,protein_coding,blue,M3
ENSMFAG00000039354,GNG3,protein_coding,red,M3
ENSMFAG00000039358,MYBPHL,protein_coding,yellow,M3
ENSMFAG00000039359,PLK3,protein_coding,blue,M3
ENSMFAG00000039368,COX17,protein_coding,blue,M3
ENSMFAG00000039373,SSU72,protein_coding,red,M3
ENSMFAG00000039377,PACSIN3,protein_coding,yellow,M3
ENSMFAG00000039378,PYGM,protein_coding,blue,M3
ENSMFAG00000039382,CCNI2,protein_coding,blue,M3
ENSMFAG00000039383,ADRB3,protein_coding,blue,M3
ENSMFAG00000039384,PDLIM7,protein_coding,lightyellow,M3
ENSMFAG00000039386,KLHDC3,protein_coding,red,M3
ENSMFAG00000039387,SPOCK3,protein_coding,yellow,M3
ENSMFAG00000039395,ENSMFAG00000039395,protein_coding,lightyellow,M3
ENSMFAG00000039396,TMEM192,protein_coding,blue,M3
ENSMFAG00000039404,TNS3,protein_coding,yellow,M3
ENSMFAG00000039408,HSPB6,protein_coding,blue,M3
ENSMFAG00000039410,BDH1,protein_coding,blue,M3
ENSMFAG00000039424,ARAP1,protein_coding,yellow,M3
ENSMFAG00000039426,ISM2,protein_coding,yellow,M3
ENSMFAG00000039428,PCSK1N,protein_coding,red,M3
ENSMFAG00000039433,ENSMFAG00000039433,protein_coding,yellow,M3
ENSMFAG00000039442,TKT,protein_coding,red,M3
ENSMFAG00000039448,CAPN11,protein_coding,blue,M3
ENSMFAG00000039449,PRPF38A,protein_coding,blue,M3
ENSMFAG00000039451,ARL9,protein_coding,blue,M3
ENSMFAG00000039460,RPS27L,protein_coding,yellow,M3
ENSMFAG00000039464,ADSSL1,protein_coding,yellow,M3
ENSMFAG00000039466,VWF,protein_coding,lightyellow,M3
ENSMFAG00000039467,SLC15A4,protein_coding,blue,M3
ENSMFAG00000039469,CCDC107,protein_coding,red,M3
ENSMFAG00000039477,MLLT6,protein_coding,blue,M3
ENSMFAG00000039493,CCDC78,protein_coding,blue,M3
ENSMFAG00000039498,THYN1,protein_coding,blue,M3
ENSMFAG00000039501,MLLT1,protein_coding,blue,M3
ENSMFAG00000039502,TXNRD2,protein_coding,royalblue,M3
ENSMFAG00000039513,RPUSD4,protein_coding,blue,M3
ENSMFAG00000039516,MTDH,protein_coding,blue,M3
ENSMFAG00000039522,EYA2,protein_coding,blue,M3
ENSMFAG00000039526,UNC119B,protein_coding,yellow,M3
ENSMFAG00000039545,RNF166,protein_coding,blue,M3
ENSMFAG00000039549,MOSMO,protein_coding,blue,M3
ENSMFAG00000039559,KLHL4,protein_coding,yellow,M3
ENSMFAG00000039565,ENSMFAG00000039565,protein_coding,blue,M3
ENSMFAG00000039568,S100A8,protein_coding,blue,M3
ENSMFAG00000039570,ENSMFAG00000039570,protein_coding,blue,M3
ENSMFAG00000039575,NUDT1,protein_coding,yellow,M3
ENSMFAG00000039576,YIPF2,protein_coding,red,M3
ENSMFAG00000039577,ARHGAP9,protein_coding,blue,M3
ENSMFAG00000039585,EPHB6,protein_coding,red,M3
ENSMFAG00000039587,ACTRT3,protein_coding,blue,M3
ENSMFAG00000039592,ST3GAL4,protein_coding,yellow,M3
ENSMFAG00000039600,LYSMD1,protein_coding,red,M3
ENSMFAG00000039602,ENSMFAG00000039602,protein_coding,blue,M3
ENSMFAG00000039603,CLPB,protein_coding,red,M3
ENSMFAG00000039612,ALAD,protein_coding,blue,M3
ENSMFAG00000039625,IVNS1ABP,protein_coding,yellow,M3
ENSMFAG00000039638,CLDN15,protein_coding,yellow,M3
ENSMFAG00000039644,MINDY1,protein_coding,yellow,M3
ENSMFAG00000039646,IL1RAP,protein_coding,blue,M3
ENSMFAG00000039650,JMJD6,protein_coding,blue,M3
ENSMFAG00000039651,SOX9,protein_coding,blue,M3
ENSMFAG00000039656,ATP1B2,protein_coding,blue,M3
ENSMFAG00000039657,WWP2,protein_coding,blue,M3
ENSMFAG00000039661,ATP1B1,protein_coding,blue,M3
ENSMFAG00000039665,VWA7,protein_coding,blue,M3
ENSMFAG00000039673,ALDH6A1,protein_coding,yellow,M3
ENSMFAG00000039676,SIPA1L2,protein_coding,blue,M3
ENSMFAG00000039686,SLC16A6,protein_coding,blue,M3
ENSMFAG00000039691,AXL,protein_coding,lightyellow,M3
ENSMFAG00000039692,SIAH2,protein_coding,red,M3
ENSMFAG00000039695,SMIM13,protein_coding,blue,M3
ENSMFAG00000039696,PLEKHN1,protein_coding,blue,M3
ENSMFAG00000039699,ELMOD1,protein_coding,blue,M3
ENSMFAG00000039712,CLCF1,protein_coding,blue,M3
ENSMFAG00000039719,ADAMTS1,protein_coding,blue,M3
ENSMFAG00000039721,ZNF557,protein_coding,blue,M3
ENSMFAG00000039727,ENSMFAG00000039727,protein_coding,blue,M3
ENSMFAG00000039728,2021-03-11 00:00:00,protein_coding,blue,M3
ENSMFAG00000039730,LFNG,protein_coding,lightyellow,M3
ENSMFAG00000039732,TRIP10,protein_coding,lightyellow,M3
ENSMFAG00000039734,POPDC2,protein_coding,yellow,M3
ENSMFAG00000039735,CXCL12,protein_coding,lightyellow,M3
ENSMFAG00000039740,STX10,protein_coding,blue,M3
ENSMFAG00000039744,PVR,protein_coding,blue,M3
ENSMFAG00000039746,KPTN,protein_coding,blue,M3
ENSMFAG00000039751,IRF2,protein_coding,blue,M3
ENSMFAG00000039755,TRPV6,protein_coding,blue,M3
ENSMFAG00000039757,ADPGK,protein_coding,red,M3
ENSMFAG00000039759,PM20D1,protein_coding,blue,M3
ENSMFAG00000039761,FDX1,protein_coding,blue,M3
ENSMFAG00000039762,QTRT2,protein_coding,blue,M3
ENSMFAG00000039766,ACVRL1,protein_coding,lightyellow,M3
ENSMFAG00000039767,TRMU,protein_coding,blue,M3
ENSMFAG00000039771,SLCO6A1,protein_coding,blue,M3
ENSMFAG00000039793,MRPS9,protein_coding,blue,M3
ENSMFAG00000039802,ZNRD1,protein_coding,blue,M3
ENSMFAG00000039804,AAAS,protein_coding,blue,M3
ENSMFAG00000039806,FTCD,protein_coding,blue,M3
ENSMFAG00000039807,SLC35G1,protein_coding,blue,M3
ENSMFAG00000039810,ALDH1L1,protein_coding,red,M3
ENSMFAG00000039820,SCNM1,protein_coding,yellow,M3
ENSMFAG00000039821,C15orf61,protein_coding,blue,M3
ENSMFAG00000039825,SULT1C3,protein_coding,blue,M3
ENSMFAG00000039835,GPATCH2L,protein_coding,blue,M3
ENSMFAG00000039846,EXOC8,protein_coding,blue,M3
ENSMFAG00000039847,ATP6V0A2,protein_coding,blue,M3
ENSMFAG00000039849,MINDY3,protein_coding,blue,M3
ENSMFAG00000039853,KLK3,protein_coding,blue,M3
ENSMFAG00000039860,BCAP31,protein_coding,red,M3
ENSMFAG00000039862,ENSMFAG00000039862,protein_coding,red,M3
ENSMFAG00000039866,ELAVL4,protein_coding,blue,M3
ENSMFAG00000039873,EPB41L1,protein_coding,blue,M3
ENSMFAG00000039874,CALML6,protein_coding,blue,M3
ENSMFAG00000039875,EDIL3,protein_coding,yellow,M3
ENSMFAG00000039884,PSMG4,protein_coding,red,M3
ENSMFAG00000039889,COPS7B,protein_coding,blue,M3
ENSMFAG00000039895,NCAPD3,protein_coding,blue,M3
ENSMFAG00000039897,AKAP12,protein_coding,blue,M3
ENSMFAG00000039903,LSG1,protein_coding,blue,M3
ENSMFAG00000039905,URB2,protein_coding,blue,M3
ENSMFAG00000039906,AGK,protein_coding,blue,M3
ENSMFAG00000039908,GPER1,protein_coding,blue,M3
ENSMFAG00000039910,SPOCK1,protein_coding,blue,M3
ENSMFAG00000039923,SPPL2B,protein_coding,blue,M3
ENSMFAG00000039926,SUOX,protein_coding,blue,M3
ENSMFAG00000039933,FOXF1,protein_coding,lightyellow,M3
ENSMFAG00000039948,F8,protein_coding,blue,M3
ENSMFAG00000039952,ATG4B,protein_coding,red,M3
ENSMFAG00000039953,PPOX,protein_coding,blue,M3
ENSMFAG00000039954,ENSMFAG00000039954,protein_coding,blue,M3
ENSMFAG00000039960,AP1B1,protein_coding,red,M3
ENSMFAG00000039969,CLN3,protein_coding,red,M3
ENSMFAG00000039977,PPFIBP2,protein_coding,yellow,M3
ENSMFAG00000039980,USF1,protein_coding,red,M3
ENSMFAG00000039984,QSOX1,protein_coding,red,M3
ENSMFAG00000039985,C1orf198,protein_coding,yellow,M3
ENSMFAG00000039992,MFAP3L,protein_coding,blue,M3
ENSMFAG00000039993,IRS1,protein_coding,blue,M3
ENSMFAG00000039995,PRPF8,protein_coding,blue,M3
ENSMFAG00000039996,HEPH,protein_coding,blue,M3
ENSMFAG00000039997,MYLPF,protein_coding,red,M3
ENSMFAG00000040000,RIMS4,protein_coding,royalblue,M3
ENSMFAG00000040001,LRRC4,protein_coding,blue,M3
ENSMFAG00000040008,DELE1,protein_coding,red,M3
ENSMFAG00000040009,NANOS3,protein_coding,blue,M3
ENSMFAG00000040017,TRAF6,protein_coding,yellow,M3
ENSMFAG00000040018,PPP1R35,protein_coding,royalblue,M3
ENSMFAG00000040019,ARHGEF10L,protein_coding,blue,M3
ENSMFAG00000040024,KARS,protein_coding,red,M3
ENSMFAG00000040025,TAGLN2,protein_coding,blue,M3
ENSMFAG00000040026,KY,protein_coding,blue,M3
ENSMFAG00000040029,ENSMFAG00000040029,protein_coding,blue,M3
ENSMFAG00000040032,AP3B1,protein_coding,yellow,M3
ENSMFAG00000040039,FRY,protein_coding,blue,M3
ENSMFAG00000040042,ENSMFAG00000040042,protein_coding,blue,M3
ENSMFAG00000040045,IGFBP2,protein_coding,blue,M3
ENSMFAG00000040047,VGF,protein_coding,blue,M3
ENSMFAG00000040050,ENSMFAG00000040050,protein_coding,blue,M3
ENSMFAG00000040054,ENSMFAG00000040054,protein_coding,blue,M3
ENSMFAG00000040058,ST3GAL6,protein_coding,blue,M3
ENSMFAG00000040059,SCGB3A1,protein_coding,blue,M3
ENSMFAG00000040066,HIST1H2BN,protein_coding,blue,M3
ENSMFAG00000040067,ZNF823,protein_coding,yellow,M3
ENSMFAG00000040075,FOCAD,protein_coding,blue,M3
ENSMFAG00000040076,KIF6,protein_coding,yellow,M3
ENSMFAG00000040078,PLEKHA8,protein_coding,blue,M3
ENSMFAG00000040085,NADSYN1,protein_coding,yellow,M3
ENSMFAG00000040090,MLPH,protein_coding,blue,M3
ENSMFAG00000040093,PHACTR4,protein_coding,yellow,M3
ENSMFAG00000040095,MAP2K6,protein_coding,blue,M3
ENSMFAG00000040104,LRRC1,protein_coding,yellow,M3
ENSMFAG00000040106,GNB1,protein_coding,red,M3
ENSMFAG00000040113,PPA2,protein_coding,blue,M3
ENSMFAG00000040115,ECM1,protein_coding,blue,M3
ENSMFAG00000040118,HSD17B6,protein_coding,red,M3
ENSMFAG00000040122,DHX57,protein_coding,blue,M3
ENSMFAG00000040123,TTC7A,protein_coding,blue,M3
ENSMFAG00000040133,TMEM185A,protein_coding,blue,M3
ENSMFAG00000040134,BHLHE40,protein_coding,blue,M3
ENSMFAG00000040138,MAGI3,protein_coding,blue,M3
ENSMFAG00000040142,CEACAM4,protein_coding,blue,M3
ENSMFAG00000040150,NAPRT,protein_coding,blue,M3
ENSMFAG00000040157,C14H11orf87,protein_coding,blue,M3
ENSMFAG00000040167,ZFYVE9,protein_coding,blue,M3
ENSMFAG00000040169,TPD52L1,protein_coding,blue,M3
ENSMFAG00000040170,UBE2G2,protein_coding,blue,M3
ENSMFAG00000040174,SNRNP200,protein_coding,blue,M3
ENSMFAG00000040179,PLSCR3,protein_coding,blue,M3
ENSMFAG00000040180,SNX17,protein_coding,red,M3
ENSMFAG00000040181,RNF220,protein_coding,blue,M3
ENSMFAG00000040191,RNF39,protein_coding,blue,M3
ENSMFAG00000040195,TFEB,protein_coding,yellow,M3
ENSMFAG00000040202,SLC6A5,protein_coding,blue,M3
ENSMFAG00000040212,EEF1AKMT3,protein_coding,yellow,M3
ENSMFAG00000040218,TESPA1,protein_coding,blue,M3
ENSMFAG00000040222,NUP188,protein_coding,blue,M3
ENSMFAG00000040224,ANKIB1,protein_coding,yellow,M3
ENSMFAG00000040241,TMEM203,protein_coding,red,M3
ENSMFAG00000040242,ENSMFAG00000040242,protein_coding,blue,M3
ENSMFAG00000040252,MIF4GD,protein_coding,blue,M3
ENSMFAG00000040256,BMP1,protein_coding,blue,M3
ENSMFAG00000040261,ROPN1B,protein_coding,yellow,M3
ENSMFAG00000040262,PRR13,protein_coding,red,M3
ENSMFAG00000040268,ENSMFAG00000040268,protein_coding,yellow,M3
ENSMFAG00000040270,TTC1,protein_coding,blue,M3
ENSMFAG00000040273,SNX1,protein_coding,yellow,M3
ENSMFAG00000040276,EEF2,protein_coding,red,M3
ENSMFAG00000040285,SCAMP2,protein_coding,yellow,M3
ENSMFAG00000040290,DEPTOR,protein_coding,blue,M3
ENSMFAG00000040291,GALNT15,protein_coding,yellow,M3
ENSMFAG00000040292,CADPS2,protein_coding,blue,M3
ENSMFAG00000040299,DPP9,protein_coding,blue,M3
ENSMFAG00000040303,MTMR2,protein_coding,blue,M3
ENSMFAG00000040304,MYLK,protein_coding,blue,M3
ENSMFAG00000040305,ACADVL,protein_coding,yellow,M3
ENSMFAG00000040306,PADI2,protein_coding,yellow,M3
ENSMFAG00000040309,ZMAT5,protein_coding,red,M3
ENSMFAG00000040312,FASTKD3,protein_coding,blue,M3
ENSMFAG00000040315,SPECC1,protein_coding,blue,M3
ENSMFAG00000040323,SWSAP1,protein_coding,blue,M3
ENSMFAG00000040324,HR,protein_coding,blue,M3
ENSMFAG00000040327,PCDH7,protein_coding,blue,M3
ENSMFAG00000040329,CTH,protein_coding,red,M3
ENSMFAG00000040330,CRB3,protein_coding,yellow,M3
ENSMFAG00000040336,CRACR2B,protein_coding,blue,M3
ENSMFAG00000040344,ACSS3,protein_coding,blue,M3
ENSMFAG00000040350,PAQR5,protein_coding,blue,M3
ENSMFAG00000040355,USP19,protein_coding,blue,M3
ENSMFAG00000040371,RMC1,protein_coding,blue,M3
ENSMFAG00000040374,DCP1A,protein_coding,blue,M3
ENSMFAG00000040377,CEP152,protein_coding,blue,M3
ENSMFAG00000040387,ENSMFAG00000040387,protein_coding,blue,M3
ENSMFAG00000040422,ENSMFAG00000040422,protein_coding,yellow,M3
ENSMFAG00000040457,HPS6,protein_coding,red,M3
ENSMFAG00000040480,ENSMFAG00000040480,protein_coding,yellow,M3
ENSMFAG00000040487,ENSMFAG00000040487,miRNA,blue,M3
ENSMFAG00000040500,ENSMFAG00000040500,protein_coding,yellow,M3
ENSMFAG00000040504,ENSMFAG00000040504,protein_coding,blue,M3
ENSMFAG00000040506,GLUL,protein_coding,lightyellow,M3
ENSMFAG00000040511,MRNIP,protein_coding,blue,M3
ENSMFAG00000040512,SMTN,protein_coding,blue,M3
ENSMFAG00000040513,ZNF671,protein_coding,blue,M3
ENSMFAG00000040515,CSF1,protein_coding,yellow,M3
ENSMFAG00000040517,DCAF8,protein_coding,blue,M3
ENSMFAG00000040521,ELOVL5,protein_coding,yellow,M3
ENSMFAG00000040522,SASH1,protein_coding,yellow,M3
ENSMFAG00000040527,COX4I2,protein_coding,red,M3
ENSMFAG00000040528,SCLY,protein_coding,blue,M3
ENSMFAG00000040532,POPDC3,protein_coding,yellow,M3
ENSMFAG00000040538,SEC16B,protein_coding,blue,M3
ENSMFAG00000040548,MRPL38,protein_coding,red,M3
ENSMFAG00000040550,AAGAB,protein_coding,blue,M3
ENSMFAG00000040551,FOXN3,protein_coding,blue,M3
ENSMFAG00000040552,SYNJ2,protein_coding,yellow,M3
ENSMFAG00000040553,ATPAF1,protein_coding,blue,M3
ENSMFAG00000040554,ENSMFAG00000040554,protein_coding,blue,M3
ENSMFAG00000040569,ARHGAP23,protein_coding,yellow,M3
ENSMFAG00000040570,DBI,protein_coding,yellow,M3
ENSMFAG00000040571,AMPD2,protein_coding,red,M3
ENSMFAG00000040577,KCNAB3,protein_coding,blue,M3
ENSMFAG00000040578,LRP10,protein_coding,yellow,M3
ENSMFAG00000040582,CHCHD10,protein_coding,red,M3
ENSMFAG00000040586,MED20,protein_coding,red,M3
ENSMFAG00000040587,ELF1,protein_coding,yellow,M3
ENSMFAG00000040609,ADD1,protein_coding,red,M3
ENSMFAG00000040611,TIPARP,protein_coding,yellow,M3
ENSMFAG00000040616,SLC12A5,protein_coding,blue,M3
ENSMFAG00000040617,COL4A3,protein_coding,blue,M3
ENSMFAG00000040618,B4GALT7,protein_coding,red,M3
ENSMFAG00000040619,OTC,protein_coding,blue,M3
ENSMFAG00000040624,MIEF1,protein_coding,blue,M3
ENSMFAG00000040626,BMPER,protein_coding,blue,M3
ENSMFAG00000040628,ADCY4,protein_coding,lightyellow,M3
ENSMFAG00000040634,ALG12,protein_coding,blue,M3
ENSMFAG00000040644,ENSMFAG00000040644,protein_coding,blue,M3
ENSMFAG00000040649,ATP1B3,protein_coding,blue,M3
ENSMFAG00000040659,WNT10A,protein_coding,red,M3
ENSMFAG00000040669,ZKSCAN3,protein_coding,blue,M3
ENSMFAG00000040672,PSD4,protein_coding,red,M3
ENSMFAG00000040716,TSSK6,protein_coding,yellow,M3
ENSMFAG00000040725,UBL7,protein_coding,blue,M3
ENSMFAG00000040731,HELQ,protein_coding,blue,M3
ENSMFAG00000040733,WDTC1,protein_coding,blue,M3
ENSMFAG00000040734,LURAP1L,protein_coding,blue,M3
ENSMFAG00000040735,ITPK1,protein_coding,yellow,M3
ENSMFAG00000040742,PELI3,protein_coding,blue,M3
ENSMFAG00000040755,SCD,protein_coding,yellow,M3
ENSMFAG00000040756,ORC1,protein_coding,blue,M3
ENSMFAG00000040759,ZNFX1,protein_coding,blue,M3
ENSMFAG00000040761,ARHGEF37,protein_coding,yellow,M3
ENSMFAG00000040770,SNX6,protein_coding,yellow,M3
ENSMFAG00000040776,BANF1,protein_coding,red,M3
ENSMFAG00000040779,ATG7,protein_coding,red,M3
ENSMFAG00000040783,RRM2,protein_coding,blue,M3
ENSMFAG00000040793,ENSMFAG00000040793,protein_coding,blue,M3
ENSMFAG00000040794,EXOG,protein_coding,blue,M3
ENSMFAG00000040796,KNOP1,protein_coding,blue,M3
ENSMFAG00000040801,ZNF513,protein_coding,red,M3
ENSMFAG00000040818,AKAP6,protein_coding,blue,M3
ENSMFAG00000040826,SMPX,protein_coding,blue,M3
ENSMFAG00000040828,TP53I13,protein_coding,yellow,M3
ENSMFAG00000040830,FHDC1,protein_coding,blue,M3
ENSMFAG00000040835,PHLDA2,protein_coding,blue,M3
ENSMFAG00000040841,CCDC92,protein_coding,blue,M3
ENSMFAG00000040846,LRRC75A,protein_coding,blue,M3
ENSMFAG00000040847,TSC22D4,protein_coding,yellow,M3
ENSMFAG00000040848,ARHGEF6,protein_coding,yellow,M3
ENSMFAG00000040849,GFOD2,protein_coding,red,M3
ENSMFAG00000040850,IGSF21,protein_coding,red,M3
ENSMFAG00000040851,PATL1,protein_coding,blue,M3
ENSMFAG00000040861,LIAS,protein_coding,blue,M3
ENSMFAG00000040862,MEAK7,protein_coding,blue,M3
ENSMFAG00000040864,SHLD1,protein_coding,blue,M3
ENSMFAG00000040870,ZNF843,protein_coding,blue,M3
ENSMFAG00000040871,OGFOD3,protein_coding,red,M3
ENSMFAG00000040880,HS3ST5,protein_coding,yellow,M3
ENSMFAG00000040881,MFSD14B,protein_coding,blue,M3
ENSMFAG00000040882,CPT2,protein_coding,blue,M3
ENSMFAG00000040918,ENSMFAG00000040918,protein_coding,yellow,M3
ENSMFAG00000040923,UFD1,protein_coding,yellow,M3
ENSMFAG00000040924,KCNN1,protein_coding,red,M3
ENSMFAG00000040925,HLA-F,protein_coding,blue,M3
ENSMFAG00000040933,YARS,protein_coding,red,M3
ENSMFAG00000040934,NMD3,protein_coding,blue,M3
ENSMFAG00000040942,MYL10,protein_coding,blue,M3
ENSMFAG00000040943,CELSR2,protein_coding,blue,M3
ENSMFAG00000040946,ENSMFAG00000040946,protein_coding,red,M3
ENSMFAG00000040947,PELI2,protein_coding,yellow,M3
ENSMFAG00000040968,PATZ1,protein_coding,yellow,M3
ENSMFAG00000040971,VWDE,protein_coding,blue,M3
ENSMFAG00000040981,VPS52,protein_coding,blue,M3
ENSMFAG00000040991,ENSMFAG00000040991,protein_coding,red,M3
ENSMFAG00000040992,STAT3,protein_coding,yellow,M3
ENSMFAG00000040997,CPLX1,protein_coding,blue,M3
ENSMFAG00000040998,PAX7,protein_coding,blue,M3
ENSMFAG00000041001,DDX56,protein_coding,red,M3
ENSMFAG00000041004,TNS1,protein_coding,lightyellow,M3
ENSMFAG00000041008,PPP1R27,protein_coding,blue,M3
ENSMFAG00000041011,ENSMFAG00000041011,protein_coding,blue,M3
ENSMFAG00000041014,ENSMFAG00000041014,protein_coding,blue,M3
ENSMFAG00000041016,PPP4C,protein_coding,red,M3
ENSMFAG00000041019,NATD1,protein_coding,blue,M3
ENSMFAG00000041020,RHBDL3,protein_coding,blue,M3
ENSMFAG00000041026,ENSMFAG00000041026,protein_coding,blue,M3
ENSMFAG00000041028,ATF6B,protein_coding,red,M3
ENSMFAG00000041031,MROH8,protein_coding,blue,M3
ENSMFAG00000041032,ZNF124,protein_coding,blue,M3
ENSMFAG00000041040,IRF1,protein_coding,blue,M3
ENSMFAG00000041041,PHAX,protein_coding,blue,M3
ENSMFAG00000041045,RGS16,protein_coding,blue,M3
ENSMFAG00000041046,ELOVL2,protein_coding,yellow,M3
ENSMFAG00000041055,CTNS,protein_coding,yellow,M3
ENSMFAG00000041064,SERPINE1,protein_coding,blue,M3
ENSMFAG00000041073,ENSMFAG00000041073,protein_coding,blue,M3
ENSMFAG00000041077,OGG1,protein_coding,blue,M3
ENSMFAG00000041079,DUSP7,protein_coding,blue,M3
ENSMFAG00000041081,ENSMFAG00000041081,protein_coding,blue,M3
ENSMFAG00000041084,SLC31A1,protein_coding,blue,M3
ENSMFAG00000041093,ENSMFAG00000041093,protein_coding,yellow,M3
ENSMFAG00000041096,NOTCH3,protein_coding,lightyellow,M3
ENSMFAG00000041097,PURA,protein_coding,blue,M3
ENSMFAG00000041098,ARL2,protein_coding,red,M3
ENSMFAG00000041104,MCM3AP,protein_coding,blue,M3
ENSMFAG00000041106,HEBP2,protein_coding,red,M3
ENSMFAG00000041108,NFE2L2,protein_coding,yellow,M3
ENSMFAG00000041110,EFNA1,protein_coding,yellow,M3
ENSMFAG00000041111,CRY1,protein_coding,blue,M3
ENSMFAG00000041114,CIAO3,protein_coding,red,M3
ENSMFAG00000041124,CTNNA1,protein_coding,blue,M3
ENSMFAG00000041126,HSD11B2,protein_coding,blue,M3
ENSMFAG00000041133,WDR18,protein_coding,red,M3
ENSMFAG00000041138,METTL7B,protein_coding,lightyellow,M3
ENSMFAG00000041142,RBPJL,protein_coding,blue,M3
ENSMFAG00000041149,ELL2,protein_coding,yellow,M3
ENSMFAG00000041153,IFI35,protein_coding,red,M3
ENSMFAG00000041155,REXO2,protein_coding,yellow,M3
ENSMFAG00000041156,STAT4,protein_coding,blue,M3
ENSMFAG00000041157,AGMO,protein_coding,blue,M3
ENSMFAG00000041166,CDR2L,protein_coding,blue,M3
ENSMFAG00000041170,TANGO6,protein_coding,blue,M3
ENSMFAG00000041178,GTSF1,protein_coding,blue,M3
ENSMFAG00000041180,KNG1,protein_coding,blue,M3
ENSMFAG00000041182,HPN,protein_coding,yellow,M3
ENSMFAG00000041183,ENSMFAG00000041183,protein_coding,red,M3
ENSMFAG00000041184,FXYD1,protein_coding,red,M3
ENSMFAG00000041203,ABCB7,protein_coding,blue,M3
ENSMFAG00000041207,UBB,protein_coding,red,M3
ENSMFAG00000041215,PPIF,protein_coding,blue,M3
ENSMFAG00000041222,SDC2,protein_coding,red,M3
ENSMFAG00000041223,SIK3,protein_coding,yellow,M3
ENSMFAG00000041226,SNRK,protein_coding,blue,M3
ENSMFAG00000041230,ZSWIM4,protein_coding,blue,M3
ENSMFAG00000041235,GPR137,protein_coding,red,M3
ENSMFAG00000041239,IRF2BP2,protein_coding,blue,M3
ENSMFAG00000041247,ARHGAP31,protein_coding,lightyellow,M3
ENSMFAG00000041248,HAUS7,protein_coding,royalblue,M3
ENSMFAG00000041267,ENSMFAG00000041267,protein_coding,blue,M3
ENSMFAG00000041269,TRAP1,protein_coding,red,M3
ENSMFAG00000041278,CCNE1,protein_coding,blue,M3
ENSMFAG00000041281,ENSMFAG00000041281,protein_coding,red,M3
ENSMFAG00000041288,COTL1,protein_coding,yellow,M3
ENSMFAG00000041296,PNLDC1,protein_coding,blue,M3
ENSMFAG00000041306,RHOBTB1,protein_coding,blue,M3
ENSMFAG00000041307,SLC7A10,protein_coding,blue,M3
ENSMFAG00000041312,SLC7A6OS,protein_coding,red,M3
ENSMFAG00000041323,TAF3,protein_coding,blue,M3
ENSMFAG00000041324,ENSMFAG00000041324,protein_coding,red,M3
ENSMFAG00000041330,INCA1,protein_coding,blue,M3
ENSMFAG00000041331,AFTPH,protein_coding,blue,M3
ENSMFAG00000041345,LAMTOR4,protein_coding,red,M3
ENSMFAG00000041346,MOB3B,protein_coding,yellow,M3
ENSMFAG00000041347,FOXN2,protein_coding,yellow,M3
ENSMFAG00000041349,ARHGEF33,protein_coding,blue,M3
ENSMFAG00000041351,ENSMFAG00000041351,protein_coding,blue,M3
ENSMFAG00000041358,CLCN2,protein_coding,blue,M3
ENSMFAG00000041361,PPIL6,protein_coding,blue,M3
ENSMFAG00000041364,TM7SF3,protein_coding,blue,M3
ENSMFAG00000041369,TAP1,protein_coding,blue,M3
ENSMFAG00000041370,TAF12,protein_coding,yellow,M3
ENSMFAG00000041379,ARID5A,protein_coding,blue,M3
ENSMFAG00000041385,CLCN4,protein_coding,blue,M3
ENSMFAG00000041392,SEMA6A,protein_coding,yellow,M3
ENSMFAG00000041394,TRAPPC2B,protein_coding,blue,M3
ENSMFAG00000041426,ENSMFAG00000041426,protein_coding,blue,M3
ENSMFAG00000041428,ROBO4,protein_coding,lightyellow,M3
ENSMFAG00000041430,KIAA0930,protein_coding,yellow,M3
ENSMFAG00000041432,MMEL1,protein_coding,yellow,M3
ENSMFAG00000041434,ARSA,protein_coding,blue,M3
ENSMFAG00000041439,HHIPL1,protein_coding,blue,M3
ENSMFAG00000041450,PERM1,protein_coding,blue,M3
ENSMFAG00000041453,D2HGDH,protein_coding,royalblue,M3
ENSMFAG00000041457,NXPH3,protein_coding,yellow,M3
ENSMFAG00000041460,MIIP,protein_coding,blue,M3
ENSMFAG00000041461,GPSM2,protein_coding,yellow,M3
ENSMFAG00000041466,TTLL12,protein_coding,blue,M3
ENSMFAG00000041467,CEP104,protein_coding,yellow,M3
