humanEnsemblID,HumanGeneSymbol,MfasEnsemblID,MfasGeneSymbol
ENSG00000166734,CASC4,ENSMFAG00000030145,CASC4
ENSG00000197894,ADH5,ENSMFAG00000044468,ADH5
ENSG00000189367,KIAA0408,ENSMFAG00000045872,KIAA0408
ENSG00000142039,CCDC97,ENSMFAG00000002660,CCDC97
ENSG00000102081,FMR1,ENSMFAG00000000241,FMR1
ENSG00000142330,CAPN10,ENSMFAG00000031448,CAPN10
ENSG00000114638,UPK1B,ENSMFAG00000001715,UPK1B
ENSG00000182732,RGS6,ENSMFAG00000033074,RGS6
ENSG00000142046,TMEM91,ENSMFAG00000032068,TMEM91
ENSG00000159784,FAM131B,ENSMFAG00000039319,FAM131B
ENSG00000154096,THY1,ENSMFAG00000041030,THY1
ENSG00000167754,KLK5,ENSMFAG00000042531,KLK5
ENSG00000088280,ASAP3,ENSMFAG00000038006,ASAP3
ENSG00000119632,IFI27L2,ENSMFAG00000002804,IFI27L2
ENSG00000004059,ARF5,ENSMFAG00000019772,ARF5
ENSG00000204386,NEU1,ENSMFAG00000046189,NEU1
ENSG00000132570,PCBD2,ENSMFAG00000044154,PCBD2
ENSG00000109255,NMU,ENSMFAG00000040660,NMU
ENSG00000171475,WIPF2,ENSMFAG00000039043,WIPF2
ENSG00000113327,GABRG2,ENSMFAG00000036513,GABRG2
ENSG00000154102,C16orf74,ENSMFAG00000001118,C16orf74
ENSG00000123810,B9D2,ENSMFAG00000031118,B9D2
ENSG00000100490,CDKL1,ENSMFAG00000003833,CDKL1
ENSG00000172818,OVOL1,ENSMFAG00000003667,OVOL1
ENSG00000138771,SHROOM3,ENSMFAG00000002770,SHROOM3
ENSG00000129625,REEP5,ENSMFAG00000032842,REEP5
ENSG00000100911,PSME2,ENSMFAG00000039077,PSME2
ENSG00000196152,ZNF79,ENSMFAG00000033187,ZNF79
ENSG00000185499,MUC1,ENSMFAG00000026183,MUC1
ENSG00000118231,CRYGD,ENSMFAG00000030195,CRYGD
ENSG00000142156,COL6A1,ENSMFAG00000003504,COL6A1
ENSG00000133275,CSNK1G2,ENSMFAG00000033323,CSNK1G2
ENSG00000214160,ALG3,ENSMFAG00000001621,ALG3
ENSG00000105372,RPS19,ENSMFAG00000030191,
ENSG00000105372,RPS19,ENSMFAG00000032029,
ENSG00000105372,RPS19,ENSMFAG00000045611,RPS19
ENSG00000037241,RPL26L1,ENSMFAG00000042483,RPL26L1
ENSG00000112031,MTRF1L,ENSMFAG00000039727,
ENSG00000112031,MTRF1L,ENSMFAG00000003131,
ENSG00000065268,WDR18,ENSMFAG00000041133,WDR18
ENSG00000163888,CAMK2N2,ENSMFAG00000036792,CAMK2N2
ENSG00000143515,ATP8B2,ENSMFAG00000025147,ATP8B2
ENSG00000187688,TRPV2,ENSMFAG00000030978,TRPV2
ENSG00000183166,CALN1,ENSMFAG00000032381,CALN1
ENSG00000147394,ZNF185,ENSMFAG00000036826,ZNF185
ENSG00000137841,PLCB2,ENSMFAG00000037145,PLCB2
ENSG00000142002,DPP9,ENSMFAG00000040299,DPP9
ENSG00000105374,NKG7,ENSMFAG00000035342,NKG7
ENSG00000135845,PIGC,ENSMFAG00000021978,PIGC
ENSG00000204131,NHSL2,ENSMFAG00000033144,NHSL2
ENSG00000055044,NOP58,ENSMFAG00000036935,NOP58
ENSG00000172803,SNX32,ENSMFAG00000003675,SNX32
ENSG00000150455,TIRAP,ENSMFAG00000042234,TIRAP
ENSG00000186635,ARAP1,ENSMFAG00000039424,ARAP1
ENSG00000169271,HSPB3,ENSMFAG00000030683,HSPB3
ENSG00000164983,TMEM65,ENSMFAG00000043833,TMEM65
ENSG00000146872,TLK2,ENSMFAG00000036106,TLK2
ENSG00000115993,TRAK2,ENSMFAG00000046205,TRAK2
ENSG00000094804,CDC6,ENSMFAG00000044270,CDC6
ENSG00000021762,OSBPL5,ENSMFAG00000033431,OSBPL5
ENSG00000156427,FGF18,ENSMFAG00000038560,FGF18
ENSG00000174437,ATP2A2,ENSMFAG00000030226,ATP2A2
ENSG00000005381,MPO,ENSMFAG00000030407,MPO
ENSG00000172663,TMEM134,ENSMFAG00000030408,TMEM134
ENSG00000152767,FARP1,ENSMFAG00000040631,FARP1
ENSG00000263528,IKBKE,ENSMFAG00000042587,IKBKE
ENSG00000143167,GPA33,ENSMFAG00000001951,GPA33
ENSG00000198842,DUSP27,ENSMFAG00000005792,DUSP27
ENSG00000164182,NDUFAF2,ENSMFAG00000003670,NDUFAF2
ENSG00000131759,RARA,ENSMFAG00000032189,RARA
ENSG00000143851,PTPN7,ENSMFAG00000039305,PTPN7
ENSG00000131725,WDR44,ENSMFAG00000001942,WDR44
ENSG00000154639,CXADR,ENSMFAG00000035429,CXADR
ENSG00000174611,KY,ENSMFAG00000040026,KY
ENSG00000164251,F2RL1,ENSMFAG00000037697,F2RL1
ENSG00000277149,TYW1B,ENSMFAG00000035457,
ENSG00000167941,SOST,ENSMFAG00000045561,SOST
ENSG00000213185,FAM24B,ENSMFAG00000002369,FAM24B
ENSG00000108861,DUSP3,ENSMFAG00000039165,DUSP3
ENSG00000087586,AURKA,ENSMFAG00000001851,AURKA
ENSG00000161551,ZNF577,ENSMFAG00000002696,ZNF577
ENSG00000106483,SFRP4,ENSMFAG00000039798,SFRP4
ENSG00000162687,KCNT2,ENSMFAG00000030817,KCNT2
ENSG00000105519,CAPS,ENSMFAG00000044715,CAPS
ENSG00000112038,OPRM1,ENSMFAG00000002542,OPRM1
ENSG00000136811,ODF2,ENSMFAG00000001606,ODF2
ENSG00000141873,SLC39A3,ENSMFAG00000039618,SLC39A3
ENSG00000176490,DIRAS1,ENSMFAG00000014700,DIRAS1
ENSG00000112759,SLC29A1,ENSMFAG00000038090,SLC29A1
ENSG00000134594,RAB33A,ENSMFAG00000002604,RAB33A
ENSG00000153347,FAM81B,ENSMFAG00000045306,FAM81B
ENSG00000160570,DEDD2,ENSMFAG00000001497,DEDD2
ENSG00000172137,CALB2,ENSMFAG00000045637,CALB2
ENSG00000074706,IPCEF1,ENSMFAG00000045011,IPCEF1
ENSG00000151718,WWC2,ENSMFAG00000033741,WWC2
ENSG00000005961,ITGA2B,ENSMFAG00000039636,ITGA2B
ENSG00000141753,IGFBP4,ENSMFAG00000043180,IGFBP4
ENSG00000159335,PTMS,ENSMFAG00000033048,PTMS
ENSG00000145779,TNFAIP8,ENSMFAG00000042688,TNFAIP8
ENSG00000126062,TMEM115,ENSMFAG00000036593,TMEM115
ENSG00000163803,PLB1,ENSMFAG00000036595,PLB1
ENSG00000106803,SEC61B,ENSMFAG00000030645,
ENSG00000106803,SEC61B,ENSMFAG00000002167,
ENSG00000070423,RNF126,ENSMFAG00000001372,RNF126
ENSG00000174444,RPL4,ENSMFAG00000000187,
ENSG00000174444,RPL4,ENSMFAG00000036412,RPL4
ENSG00000174444,RPL4,ENSMFAG00000002724,
ENSG00000174444,RPL4,ENSMFAG00000041876,
ENSG00000096264,NCR2,ENSMFAG00000038609,NCR2
ENSG00000182541,LIMK2,ENSMFAG00000042552,LIMK2
ENSG00000279263,OR2L8,ENSMFAG00000011078,
ENSG00000279263,OR2L8,ENSMFAG00000010714,
ENSG00000140961,OSGIN1,ENSMFAG00000000406,OSGIN1
ENSG00000138780,GSTCD,ENSMFAG00000000581,GSTCD
ENSG00000118197,DDX59,ENSMFAG00000035416,DDX59
ENSG00000073536,NLE1,ENSMFAG00000037776,NLE1
ENSG00000183621,ZNF438,ENSMFAG00000042685,ZNF438
ENSG00000168256,NKIRAS2,ENSMFAG00000031841,NKIRAS2
ENSG00000163818,LZTFL1,ENSMFAG00000003826,LZTFL1
ENSG00000123342,MMP19,ENSMFAG00000002663,MMP19
ENSG00000213639,PPP1CB,ENSMFAG00000043156,PPP1CB
ENSG00000002586,CD99,ENSMFAG00000000608,CD99
ENSG00000140403,DNAJA4,ENSMFAG00000031045,DNAJA4
ENSG00000117152,RGS4,ENSMFAG00000001269,RGS4
ENSG00000110013,SIAE,ENSMFAG00000003476,SIAE
ENSG00000154144,TBRG1,ENSMFAG00000036896,TBRG1
ENSG00000169218,RSPO1,ENSMFAG00000043851,RSPO1
ENSG00000196177,ACADSB,ENSMFAG00000034302,ACADSB
ENSG00000064199,SPA17,ENSMFAG00000031344,SPA17
ENSG00000152214,RIT2,ENSMFAG00000044648,RIT2
ENSG00000134884,ARGLU1,ENSMFAG00000033482,ARGLU1
ENSG00000105127,AKAP8,ENSMFAG00000042432,AKAP8
ENSG00000108518,PFN1,ENSMFAG00000045520,PFN1
ENSG00000148356,LRSAM1,ENSMFAG00000027428,LRSAM1
ENSG00000011083,SLC6A7,ENSMFAG00000039840,SLC6A7
ENSG00000183831,ANKRD45,ENSMFAG00000003535,
ENSG00000143190,POU2F1,ENSMFAG00000002865,POU2F1
ENSG00000007516,BAIAP3,ENSMFAG00000001912,BAIAP3
ENSG00000099864,PALM,ENSMFAG00000033092,PALM
ENSG00000215269,GAGE12G,ENSMFAG00000033385,
ENSG00000111450,STX2,ENSMFAG00000044704,STX2
ENSG00000133169,BEX1,ENSMFAG00000023283,BEX1
ENSG00000168564,CDKN2AIP,ENSMFAG00000046173,CDKN2AIP
ENSG00000171217,CLDN20,ENSMFAG00000024948,CLDN20
ENSG00000185043,CIB1,ENSMFAG00000002360,CIB1
ENSG00000142408,CACNG8,ENSMFAG00000033188,CACNG8
ENSG00000171970,ZNF57,ENSMFAG00000044275,ZNF57
ENSG00000112146,FBXO9,ENSMFAG00000044285,FBXO9
ENSG00000150361,KLHL1,ENSMFAG00000045236,KLHL1
ENSG00000136874,STX17,ENSMFAG00000042208,STX17
ENSG00000137142,IGFBPL1,ENSMFAG00000038740,IGFBPL1
ENSG00000180071,ANKRD18A,ENSMFAG00000018199,
ENSG00000073803,MAP3K13,ENSMFAG00000043040,MAP3K13
ENSG00000184708,EIF4ENIF1,ENSMFAG00000037813,EIF4ENIF1
ENSG00000105619,TFPT,ENSMFAG00000031792,TFPT
ENSG00000183807,FAM162B,ENSMFAG00000044305,FAM162B
ENSG00000104490,NCALD,ENSMFAG00000036726,NCALD
ENSG00000277399,GPR179,ENSMFAG00000002774,GPR179
ENSG00000154146,NRGN,ENSMFAG00000041687,NRGN
ENSG00000126091,ST3GAL3,ENSMFAG00000038821,ST3GAL3
ENSG00000172432,GTPBP2,ENSMFAG00000037532,GTPBP2
ENSG00000107897,ACBD5,ENSMFAG00000042324,ACBD5
ENSG00000132872,SYT4,ENSMFAG00000043237,SYT4
ENSG00000157617,C2CD2,ENSMFAG00000032505,C2CD2
ENSG00000133067,LGR6,ENSMFAG00000035892,LGR6
ENSG00000170889,RPS9,ENSMFAG00000033649,RPS9
ENSG00000120802,TMPO,ENSMFAG00000037885,TMPO
ENSG00000172795,DCP2,ENSMFAG00000039717,DCP2
ENSG00000156395,SORCS3,ENSMFAG00000044111,SORCS3
ENSG00000083454,P2RX5,ENSMFAG00000038002,
ENSG00000173976,RAX2,ENSMFAG00000043719,RAX2
ENSG00000166750,SLFN5,ENSMFAG00000034231,SLFN5
ENSG00000188996,HUS1B,ENSMFAG00000001644,HUS1B
ENSG00000198478,SH3BGRL2,ENSMFAG00000033032,SH3BGRL2
ENSG00000164100,NDST3,ENSMFAG00000034323,NDST3
ENSG00000139223,ANP32D,ENSMFAG00000041943,
ENSG00000155366,RHOC,ENSMFAG00000003557,RHOC
ENSG00000147434,CHRNA6,ENSMFAG00000025645,CHRNA6
ENSG00000268940,CT45A1,ENSMFAG00000036609,
ENSG00000268940,CT45A1,ENSMFAG00000035558,
ENSG00000102524,TNFSF13B,ENSMFAG00000032565,TNFSF13B
ENSG00000278224,PRICKLE4,ENSMFAG00000034421,
ENSG00000124608,AARS2,ENSMFAG00000037353,AARS2
ENSG00000102409,BEX4,ENSMFAG00000019410,BEX4
ENSG00000124839,RAB17,ENSMFAG00000036950,RAB17
ENSG00000180667,YOD1,ENSMFAG00000030569,YOD1
ENSG00000183655,KLHL25,ENSMFAG00000016945,KLHL25
ENSG00000196950,SLC39A10,ENSMFAG00000035991,SLC39A10
ENSG00000173930,SLCO4C1,ENSMFAG00000046265,SLCO4C1
ENSG00000153094,BCL2L11,ENSMFAG00000039143,BCL2L11
ENSG00000102531,FNDC3A,ENSMFAG00000032790,FNDC3A
ENSG00000096401,CDC5L,ENSMFAG00000000812,CDC5L
ENSG00000130164,LDLR,ENSMFAG00000042102,LDLR
ENSG00000167526,RPL13,ENSMFAG00000027717,RPL13
ENSG00000135472,FAIM2,ENSMFAG00000043955,FAIM2
ENSG00000148175,STOM,ENSMFAG00000034207,STOM
ENSG00000129038,LOXL1,ENSMFAG00000045513,LOXL1
ENSG00000053108,FSTL4,ENSMFAG00000033336,FSTL4
ENSG00000144407,PTH2R,ENSMFAG00000000697,PTH2R
ENSG00000150051,MKX,ENSMFAG00000002067,MKX
ENSG00000141316,SPACA3,ENSMFAG00000001727,SPACA3
ENSG00000104388,RAB2A,ENSMFAG00000037805,RAB2A
ENSG00000160191,PDE9A,ENSMFAG00000036884,PDE9A
ENSG00000174529,TMEM81,ENSMFAG00000012589,TMEM81
ENSG00000116711,PLA2G4A,ENSMFAG00000043784,PLA2G4A
ENSG00000107165,TYRP1,ENSMFAG00000046179,TYRP1
ENSG00000101138,CSTF1,ENSMFAG00000003531,CSTF1
ENSG00000118181,RPS25,ENSMFAG00000040132,
ENSG00000118181,RPS25,ENSMFAG00000011076,
ENSG00000118181,RPS25,ENSMFAG00000041255,
ENSG00000161798,AQP5,ENSMFAG00000032827,AQP5
ENSG00000136404,TM6SF1,ENSMFAG00000036327,TM6SF1
ENSG00000235711,ANKRD34C,ENSMFAG00000007725,ANKRD34C
ENSG00000137825,ITPKA,ENSMFAG00000039864,ITPKA
ENSG00000163710,PCOLCE2,ENSMFAG00000001242,PCOLCE2
ENSG00000196123,KIAA0895L,ENSMFAG00000038714,KIAA0895L
ENSG00000003249,DBNDD1,ENSMFAG00000038151,DBNDD1
ENSG00000008226,DLEC1,ENSMFAG00000043783,DLEC1
ENSG00000154118,JPH3,ENSMFAG00000042205,JPH3
ENSG00000013619,MAMLD1,ENSMFAG00000000232,MAMLD1
ENSG00000171100,MTM1,ENSMFAG00000039374,MTM1
ENSG00000277258,PCGF2,ENSMFAG00000038330,PCGF2
ENSG00000180423,HARBI1,ENSMFAG00000002487,HARBI1
ENSG00000088247,KHSRP,ENSMFAG00000000292,KHSRP
ENSG00000163904,SENP2,ENSMFAG00000002841,SENP2
ENSG00000165084,C8orf34,ENSMFAG00000045715,C8orf34
ENSG00000062524,LTK,ENSMFAG00000043219,LTK
ENSG00000184349,EFNA5,ENSMFAG00000000459,EFNA5
ENSG00000118985,ELL2,ENSMFAG00000041149,ELL2
ENSG00000196189,SEMA4A,ENSMFAG00000037487,SEMA4A
ENSG00000158985,CDC42SE2,ENSMFAG00000002969,CDC42SE2
ENSG00000109670,FBXW7,ENSMFAG00000045981,FBXW7
ENSG00000185760,KCNQ5,ENSMFAG00000036978,KCNQ5
ENSG00000003402,CFLAR,ENSMFAG00000042284,CFLAR
ENSG00000198755,RPL10A,ENSMFAG00000040600,RPL10A
ENSG00000213015,ZNF580,ENSMFAG00000030040,ZNF580
ENSG00000063601,MTMR1,ENSMFAG00000045168,MTMR1
ENSG00000119718,EIF2B2,ENSMFAG00000043749,EIF2B2
ENSG00000130829,DUSP9,ENSMFAG00000046070,DUSP9
ENSG00000139436,GIT2,ENSMFAG00000038129,GIT2
ENSG00000007171,NOS2,ENSMFAG00000032615,NOS2
ENSG00000141736,ERBB2,ENSMFAG00000041598,ERBB2
ENSG00000196415,PRTN3,ENSMFAG00000038562,PRTN3
ENSG00000172992,DCAKD,ENSMFAG00000002600,DCAKD
ENSG00000135314,KHDC1,ENSMFAG00000037484,KHDC1
ENSG00000135966,TGFBRAP1,ENSMFAG00000000996,TGFBRAP1
ENSG00000144579,CTDSP1,ENSMFAG00000032883,CTDSP1
ENSG00000086717,PPEF1,ENSMFAG00000032152,PPEF1
ENSG00000120341,SEC16B,ENSMFAG00000040538,SEC16B
ENSG00000112280,COL9A1,ENSMFAG00000031890,COL9A1
ENSG00000142185,TRPM2,ENSMFAG00000001773,TRPM2
ENSG00000145780,FEM1C,ENSMFAG00000046066,FEM1C
ENSG00000158987,RAPGEF6,ENSMFAG00000033294,
ENSG00000118194,TNNT2,ENSMFAG00000003567,TNNT2
ENSG00000087095,NLK,ENSMFAG00000041658,NLK
ENSG00000154478,GPR26,ENSMFAG00000043462,GPR26
ENSG00000196511,TPK1,ENSMFAG00000035720,TPK1
ENSG00000138356,AOX1,ENSMFAG00000036889,AOX1
ENSG00000134207,SYT6,ENSMFAG00000041208,SYT6
ENSG00000157064,NMNAT2,ENSMFAG00000043841,NMNAT2
ENSG00000091482,SMPX,ENSMFAG00000040826,SMPX
ENSG00000079102,RUNX1T1,ENSMFAG00000032522,RUNX1T1
ENSG00000083814,ZNF671,ENSMFAG00000040513,ZNF671
ENSG00000012174,MBTPS2,ENSMFAG00000042182,MBTPS2
ENSG00000197323,TRIM33,ENSMFAG00000041350,TRIM33
ENSG00000060558,GNA15,ENSMFAG00000000574,GNA15
ENSG00000155760,FZD7,ENSMFAG00000030686,FZD7
ENSG00000160299,PCNT,ENSMFAG00000000461,PCNT
ENSG00000082701,GSK3B,ENSMFAG00000002620,GSK3B
ENSG00000005156,LIG3,ENSMFAG00000036202,LIG3
ENSG00000146242,TPBG,ENSMFAG00000010683,TPBG
ENSG00000115641,FHL2,ENSMFAG00000038427,FHL2
ENSG00000182511,FES,ENSMFAG00000045460,FES
ENSG00000134987,WDR36,ENSMFAG00000001782,WDR36
ENSG00000135317,SNX14,ENSMFAG00000010669,SNX14
ENSG00000176715,ACSF3,ENSMFAG00000044180,ACSF3
ENSG00000119820,YIPF4,ENSMFAG00000031303,YIPF4
ENSG00000175984,DENND2C,ENSMFAG00000035727,DENND2C
ENSG00000103569,AQP9,ENSMFAG00000039733,AQP9
ENSG00000198216,CACNA1E,ENSMFAG00000039476,CACNA1E
ENSG00000102174,PHEX,ENSMFAG00000045722,PHEX
ENSG00000105549,THEG,ENSMFAG00000041429,THEG
ENSG00000213927,CCL27,ENSMFAG00000003428,CCL27
ENSG00000091409,ITGA6,ENSMFAG00000038164,ITGA6
ENSG00000058866,DGKG,ENSMFAG00000042125,DGKG
ENSG00000143149,ALDH9A1,ENSMFAG00000033280,
ENSG00000167925,GHDC,ENSMFAG00000001371,GHDC
ENSG00000184611,KCNH7,ENSMFAG00000030695,KCNH7
ENSG00000083750,RRAGB,ENSMFAG00000041833,RRAGB
ENSG00000112175,BMP5,ENSMFAG00000031219,BMP5
ENSG00000080644,CHRNA3,ENSMFAG00000002440,CHRNA3
ENSG00000119772,DNMT3A,ENSMFAG00000031180,DNMT3A
ENSG00000060566,CREB3L3,ENSMFAG00000040065,CREB3L3
ENSG00000138378,STAT4,ENSMFAG00000041156,STAT4
ENSG00000086504,MRPL28,ENSMFAG00000006698,MRPL28
ENSG00000113083,LOX,ENSMFAG00000043699,LOX
ENSG00000160183,TMPRSS3,ENSMFAG00000003673,TMPRSS3
ENSG00000164904,ALDH7A1,ENSMFAG00000045191,
ENSG00000164904,ALDH7A1,ENSMFAG00000035623,
ENSG00000158796,DEDD,ENSMFAG00000040064,DEDD
ENSG00000138207,RBP4,ENSMFAG00000042546,RBP4
ENSG00000274391,TPTE,ENSMFAG00000043402,
ENSG00000274391,TPTE,ENSMFAG00000003989,
ENSG00000112578,BYSL,ENSMFAG00000033214,BYSL
ENSG00000108733,PEX12,ENSMFAG00000039486,PEX12
ENSG00000152495,CAMK4,ENSMFAG00000036872,CAMK4
ENSG00000127824,TUBA4A,ENSMFAG00000007541,TUBA4A
ENSG00000205571,SMN2,ENSMFAG00000008812,
ENSG00000205571,SMN2,ENSMFAG00000031523,SMN1
ENSG00000284638,AC005551.1,ENSMFAG00000043694,
ENSG00000173546,CSPG4,ENSMFAG00000031446,CSPG4
ENSG00000112118,MCM3,ENSMFAG00000001888,MCM3
ENSG00000225190,PLEKHM1,ENSMFAG00000032118,PLEKHM1
ENSG00000164211,STARD4,ENSMFAG00000030560,STARD4
ENSG00000151704,KCNJ1,ENSMFAG00000044793,KCNJ1
ENSG00000167522,ANKRD11,ENSMFAG00000040263,ANKRD11
ENSG00000065308,TRAM2,ENSMFAG00000042433,TRAM2
ENSG00000182195,LDOC1,ENSMFAG00000029803,LDOC1
ENSG00000213064,SFT2D2,ENSMFAG00000037122,SFT2D2
ENSG00000197696,NMB,ENSMFAG00000033231,NMB
ENSG00000116667,C1orf21,ENSMFAG00000045835,C1orf21
ENSG00000166716,ZNF592,ENSMFAG00000033727,ZNF592
ENSG00000068120,COASY,ENSMFAG00000003964,COASY
ENSG00000156508,EEF1A1,ENSMFAG00000039827,
ENSG00000183155,RABIF,ENSMFAG00000037667,RABIF
ENSG00000143156,NME7,ENSMFAG00000037358,NME7
ENSG00000198863,RUNDC1,ENSMFAG00000004015,RUNDC1
ENSG00000159346,ADIPOR1,ENSMFAG00000007141,
ENSG00000159346,ADIPOR1,ENSMFAG00000039901,
ENSG00000182253,SYNM,ENSMFAG00000037324,SYNM
ENSG00000089847,ANKRD24,ENSMFAG00000038641,ANKRD24
ENSG00000105251,SHD,ENSMFAG00000033388,SHD
ENSG00000269335,IKBKG,ENSMFAG00000032230,IKBKG
ENSG00000197375,SLC22A5,ENSMFAG00000033875,SLC22A5
ENSG00000161381,PLXDC1,ENSMFAG00000032401,PLXDC1
ENSG00000178078,STAP2,ENSMFAG00000030521,STAP2
ENSG00000163449,TMEM169,ENSMFAG00000043793,TMEM169
ENSG00000173826,KCNH6,ENSMFAG00000000684,KCNH6
ENSG00000133063,CHIT1,ENSMFAG00000045615,CHIT1
ENSG00000008382,MPND,ENSMFAG00000033303,MPND
ENSG00000076716,GPC4,ENSMFAG00000034110,GPC4
ENSG00000198909,MAP3K3,ENSMFAG00000033252,MAP3K3
ENSG00000122203,KIAA1191,ENSMFAG00000045804,KIAA1191
ENSG00000175766,EIF4E1B,ENSMFAG00000031726,EIF4E1B
ENSG00000113763,UNC5A,ENSMFAG00000043584,UNC5A
ENSG00000113761,ZNF346,ENSMFAG00000003577,ZNF346
ENSG00000160867,FGFR4,ENSMFAG00000032678,FGFR4
ENSG00000108592,FTSJ3,ENSMFAG00000003764,FTSJ3
ENSG00000131183,SLC34A1,ENSMFAG00000031573,SLC34A1
